Samples	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__T_cells_CD8	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__Monocytes	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__T_cells_CD4	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__NKT_cells	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__B_cells	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__NK_cells
TCGA-OR-A5J2-01A	0.15277576256278314	0.05964196306532243	0	0.03154810416200178	0.7560341702098925	0
TCGA-OR-A5LE-01A	0	0.00523503708270182	0	0.36819669414628226	0.6265682687710159	0
TCGA-PK-A5HB-01A	0	0.20356875048593348	0	0.5084015589072802	0.28802969060678624	0
TCGA-OR-A5LB-01A	0	0.04483073191297643	0	0.3996675801490744	0.5555016879379491	0
TCGA-OR-A5JC-01A	0.0751953685299937	0.09815914802892488	0	0.09237647780950532	0.734269005631576	0
TCGA-OR-A5KY-01A	0.2165659376519835	0.05904315948995337	0	0.02282710825578553	0.7015637946022775	0
TCGA-OR-A5K5-01A	0	0.1313574296557187	0	0.2186933521919983	0.6499492181522829	0
TCGA-OR-A5JS-01A	0.1421063441846214	0.06579195988328779	0	0.28835262830090364	0.5037490676311872	0
TCGA-OR-A5LJ-01A	0.4584002714917368	0	0	0	0.5415997285082632	0
TCGA-OR-A5JD-01A	0.30968347373070965	0.02613255817905602	0	0	0.6037267409086369	0.0604572271815975
TCGA-OR-A5JX-01A	0	0.0756220329055471	0	0.23242040144621168	0.6919575656482413	0
TCGA-OR-A5JF-01A	0	0.02923898337957091	0	0.274725372915854	0.696035643704575	0
TCGA-OR-A5JA-01A	0	0.10226917594376551	0	0.2289275466216778	0.6688032774345567	0
TCGA-OR-A5JR-01A	0.24111911253817075	0.03476347779742815	0	0	0.6736599314786734	0.05045747818572767
TCGA-OR-A5KV-01A	0	0	0	0.4713547363300932	0.5286452636699067	0
TCGA-OR-A5J1-01A	0.3233444238394649	0.064312198633882	0	0.03709890504475527	0.5752444724818979	0
TCGA-P6-A5OG-01A	0.20260363890153743	0.4411511366462389	0	0.12592353124369676	0.23032169320852697	0
TCGA-OR-A5K3-01A	0	0.0512421863889566	0	0.20063418413334252	0.7481236294777008	0
TCGA-OR-A5JO-01A	0.49440811192886874	0.04447614776784377	0	0	0.40514228969711846	0.05597345060616907
TCGA-OR-A5J8-01A	0.31242813696186916	0.2632694400384497	0	0.1119251352175474	0.3123772877821337	0
TCGA-OR-A5LS-01A	0	0.02928664642252846	0	0.28648899748950296	0.6842243560879686	0
TCGA-OR-A5K8-01A	0.3176111577155173	0.08391412964557049	0	0.09111689222856034	0.5073578204103519	0
TCGA-OR-A5JT-01A	0	0.06077471939269174	0	0.1611975591735177	0.7780277214337905	0
TCGA-OR-A5J6-01A	0	0.19376184315153475	0	0.2280132602701148	0.5782248965783505	0
TCGA-PA-A5YG-01A	0.44954029431555725	0.02654926526502464	0	0.00348387389761517	0.520426566521803	0
TCGA-OR-A5KX-01A	0	0.06173732792685249	0	0.2842324189231223	0.6540302531500252	0
TCGA-OR-A5KW-01A	0.1035416023184766	0.04268258519259404	0	0.2049682339458115	0.6488075785431179	0
TCGA-OR-A5LC-01A	0.14409090722905393	0.05224829436760788	0	0	0.780194833665688	0.02346596473765006
TCGA-OR-A5K6-01A	0	0.11378142085561818	0	0.01908388266818634	0.8671346964761956	0
TCGA-OR-A5K1-01A	0.1606824022795665	0.03208348864023506	0	0.10178913243318638	0.7054449766470119	0
TCGA-OR-A5J3-01A	0	0.08680150343259888	0	0.2677997160404797	0.6453987805269215	0
TCGA-OR-A5KU-01A	0	0.06176672834554503	0	0.29833776190918265	0.6398955097452723	0
TCGA-OR-A5LO-01A	0	0	0	0.4663531459812574	0.5336468540187427	0
TCGA-OR-A5JE-01A	0.1833081596123344	0.08729449545098983	0	0	0.7086388479069949	0.02075849702968095
TCGA-OR-A5JZ-01A	0.20300526237372352	0.04292235715342464	0	0.0193837194059963	0.7346886610668555	0
TCGA-OR-A5LK-01A	0.3594980867500561	0.01167173678376368	0	0.00681614716895248	0.6220140292972278	0
TCGA-ZF-A9R7-01A	0.4330000317656339	0.21370692461821883	0	0.16338912986416643	0.1899039137519808	0
TCGA-FD-A3SO-01A	0	0.9164482703859433	0.0277781844475304	0.0439883595114904	0.0117851856550358	0
TCGA-E7-A97P-01A	0.30018267455680636	0.3994479265368666	0	0.2783153704617926	0.02205402844453429	0
TCGA-GU-A767-01A	0.02631033338801288	0.5617156602942047	0	0	0.38397936311342173	0.02799464320436077
TCGA-4Z-AA81-01A	0.1737064616655344	0.21798924013728027	0	0.29063886591452615	0.3176654322826591	0
TCGA-K4-A3WV-11A	0.32408578832225854	0.01323732976839459	0	0	0.6626768819093468	0
TCGA-E7-A85H-01A	0.220693007869087	0.04525470097303871	0	0.11770713696977587	0.6163451541880983	0
TCGA-G2-AA3C-01A	0.02574112903461294	0.898912407638254	0.03746894277944997	0	0.03115748471083634	0.0067200358368468
TCGA-E7-A8O8-01A	0.1003937636286685	0.3304984163192018	0.2340481105800064	0.03582724257741841	0.2992324668947049	0
TCGA-XF-A9SM-01A	0.22580300069618953	0.5961261961694381	0.0253153919615701	0.05593049530273905	0.09682491587006337	0
TCGA-DK-A3IN-01A	0.04759115165962825	0.6585892082480044	0	0.06299965257243197	0.2308199875199354	0
TCGA-BT-A2LA-11A	0.4736513998168188	0.1167162635160504	0.14932224938611252	0	0.2034750234358894	0.05683506384512881
TCGA-2F-A9KR-01A	0	0.9158758586678921	0.0267610848239854	0.04496083986712661	0.01240221664099581	0
TCGA-E5-A4U1-01A	0	0.4234591877989073	0	0.5765408122010928	0	0
TCGA-E7-A3Y1-01A	0	0.6286467517305951	0	0.35123566205915924	0.02011758621024571	0
TCGA-FD-A6TC-01A	0	0.9559543396587539	0	0.01833822540864743	0.02570743493259872	0
TCGA-FD-A5BV-01A	0	0.0572301058480738	0	0.07650713386070788	0.8662627602912183	0
TCGA-DK-A2I4-01A	0.42788903198907047	0.40412987511697707	0	0.03866926273209855	0.12931183016185382	0
TCGA-UY-A78M-01A	0	0.897775608946825	0.04752204056299797	0.01737615861886316	0.03732619187131392	0
TCGA-4Z-AA7R-01A	0	0.0638857833728517	0	0.07688474794762222	0.8592294686795261	0
TCGA-HQ-A5NE-01A	0	0.9320061060832489	0	0.06799389391675123	0	0
TCGA-XF-AAMT-01A	0.03007495411322099	0.7266230774026629	0	0.03408604291394776	0.2092159255701684	0
TCGA-XF-A9SU-01A	0.06484470487735602	0.49707621668994495	0.11180251233430873	0	0.31719383390902856	0.00908273218936171
TCGA-CF-A47S-01A	0	0.3840838432877615	0.42103757967359984	0.13072398439795152	0.06415459264068704	0
TCGA-FD-A6TK-01A	0.376325433023475	0.15593380211849303	0	0.15909587218137464	0.30864489267665746	0
TCGA-E7-A5KF-01A	0	0.0492453848312768	0	0.31860464479373374	0.6321499703749894	0
TCGA-UY-A78L-01A	0	0.9691717253065907	0	0.01174480353234088	0.0190834711610684	0
TCGA-S5-A6DX-01A	0.02184972679753034	0.8087317707901938	0.01966856338364192	0.05170967304365862	0.0980402659849754	0
TCGA-XF-A8HI-01A	0	0.42357189422119074	0.01184445853780409	0.3705218139709049	0.1940618332701003	0
TCGA-XF-A9T5-01A	0.40247470597132307	0.3434593467365972	0	0.00668630697736532	0.2473796403147144	0
TCGA-XF-A9SX-01A	0.2329135387231852	0.03931825380534142	0.12682992527064427	0.13738518157439286	0.46355310062643623	0
TCGA-G2-A2EK-01A	0.00247289557366036	0.41568322289639587	0.15879038272183038	0.00470562454889666	0.4183478742592167	0
TCGA-ZF-A9RE-01A	0	0.8336974897998692	0.0185586960641221	0.1227823947144148	0.02496141942159364	0
TCGA-E7-A7DV-01A	0.01624817464528174	0.9591805980719588	0	0.00831741428675892	0.01625381299600066	0
TCGA-HQ-A2OF-01A	0	0.40691372632314193	0	0.505124518208814	0.08796175546804418	0
TCGA-XF-AAN1-01A	0	0.3413358229255508	0	0.312921986282372	0.34574219079207724	0
TCGA-DK-AA6P-01A	0	0.05099748394851721	0	0.4274943579384009	0.5215081581130819	0
TCGA-CF-A47Y-01A	0.13992941107554613	0.0841485439844748	0	0	0.7214128919505466	0.0545091529894325
TCGA-CF-A3MI-01A	0	0.48122986411842306	0.07396788885204744	0	0.4238606281025668	0.02094161892696271
TCGA-G2-A2EL-01A	0.0883622247783579	0.10531612363248084	0	0.09122005924152338	0.7151015923476379	0
TCGA-XF-AAMZ-01A	0	0.24726374959189873	0.126079367801898	0.09056104896451268	0.5360958336416907	0
TCGA-DK-AA6L-01A	0	0.6583727504930788	0.02538050550867094	0.0884992420147595	0.2277475019834909	0
TCGA-XF-A9T4-01A	0	0.8455044357641788	0.04662966272670624	0.10786590150911513	0	0
TCGA-K4-A6MB-01A	0	0.9655434117958056	0	0.03445658820419445	0	0
TCGA-UY-A8OB-01A	0	0.7981228505126523	0.02979316706370957	0.1720839824236381	0	0
TCGA-DK-A1A5-01A	0.1704874692568401	0.6227608485099668	0	0.03584198637737265	0.17090969585582044	0
TCGA-2F-A9KQ-01A	0	0.4433203732735883	0	0.41955494482911554	0.13712468189729615	0
TCGA-SY-A9G0-01A	0.0205859773502505	0.1770094578857416	0	0	0.7997668456747116	0.00263771908929633
TCGA-GV-A40G-01A	0	0.9439664934315155	0	0.05603350656848448	0	0
TCGA-FD-A5BX-01A	0.2869000160306199	0.17284230675367424	0	0	0.4721431148401668	0.0681145623755393
TCGA-BL-A13J-01A	0	0.9790349426262192	0	0.02096505737378076	0	0
TCGA-BT-A20N-11A	0	0.39331605688251986	0	0.09416951763318555	0.5125144254842946	0
TCGA-ZF-AA54-01A	0.2839757178482206	0.2037919747023905	0	0.09019853138035396	0.42203377606903486	0
TCGA-GU-A766-01A	0.02178238748187046	0.7738428003338407	0.03899199589858024	0.14638708266217532	0.01899573362353341	0
TCGA-LT-A8JT-01A	0	0.28707182064277165	0	0.12999320424333152	0.5829349751138967	0
TCGA-FJ-A3Z9-01A	0	0.5159653981156888	0	0.4840346018843113	0	0
TCGA-DK-A1AC-01A	0.4549224685358935	0.16924511039078388	0	0	0.37583242107332254	0
TCGA-GC-A6I3-11A	0.07166910347612303	0.10618872991871438	0.2318530666662124	0	0.5902890999389502	0
TCGA-C4-A0F1-01A	0	0.8558681833759133	0.05777952475609086	0.07132377295367208	0.01502851891432374	0
TCGA-G2-A2ES-01A	0	0.9271569401938087	0.03438252583654113	0.03846053396965037	0	0
TCGA-XF-AAN4-01A	0.1905451753416124	0.4540869742133797	0	6.3367136427704e-4	0.3547341790807309	0
TCGA-4Z-AA83-01A	0	0.8303193845143205	0.09360577860859906	0.07607483687708054	0	0
TCGA-4Z-AA7N-01A	0.03794330863152432	0	0.15077219468854836	0	0.8112844966799274	0
TCGA-HQ-A2OE-01A	0	0.36694707825813205	0	0.3350734298370194	0.2979794919048484	0
TCGA-UY-A8OC-01A	0	0.5469661049286763	0	0.00219099910525599	0.4508428959660677	0
TCGA-GV-A3JV-01A	0.26788812416892427	0.03359442626173896	0	0.03199527422662977	0.666522175342707	0
TCGA-XF-A9T8-01A	0.01965304634750022	0.8601515696326938	0	0.0748447925112145	0.04535059150859141	0
TCGA-KQ-A41S-01A	0.13754341272991172	0.45308194157766635	0	0	0.34071363968927104	0.06866100600315087
TCGA-CU-A3YL-01A	0.20838382604450273	0.3047442770769781	0	0.22747950968923883	0.25939238718928037	0
TCGA-E7-A7XN-01A	0.0969434050168869	0.604011345480679	0	0.27418488928251583	0.02486036021991823	0
TCGA-DK-A2HX-01A	0	0.7319191267571216	0	0.12252877272986396	0.1455521005130145	0
TCGA-CF-A8HY-01A	0	0.8825273268184285	0.0243229248467167	0.06276293096150615	0.03038681737334871	0
TCGA-4Z-AA7W-01A	0.1608374928420538	0.5225027893309084	0	0.2176120872521948	0.09904763057484305	0
TCGA-FD-A43U-01A	0.18999255732581596	0.5815208543805213	0.0203771371675936	7.6578466802962e-4	0.20734366645803945	0
TCGA-BL-A0C8-01A	0	0.32229360922352324	0	0.12155231975816688	0.5561540710183099	0
TCGA-BT-A0S7-01A	0	0.9575145008297146	0.0147934018582341	0.00273510799696131	0.02495698931509002	0
TCGA-ZF-A9R3-01A	0	0.36093168156590727	0.02216334593474711	0.2494306950668848	0.3674742774324608	0
TCGA-4Z-AA89-01A	0.02810061209264688	0.5606833014013862	0	0	0.41121608650596686	0
TCGA-GU-A42P-01A	0	0.3121765779604799	0	0.6421412033383119	0.04568221870120821	0
TCGA-FD-A3NA-01A	0	0.8626843734539146	0.04237760352296088	0.06670148480079054	0.02823653822233405	0
TCGA-E7-A5KE-01A	0	0.3229340181885526	0	0.28511649040706233	0.3919494914043851	0
TCGA-ZF-AA4V-01A	0.07663810242803085	0.7877053244560701	0	0.09881427879966004	0.03684229431623901	0
TCGA-ZF-AA53-01A	0.02754854669736435	0.8843751905870348	0.01432587905886288	0.03978156145447557	0.03396882220226236	0
TCGA-ZF-A9RM-01A	0	0.3438135643211156	0	0.2145849145048292	0.4416015211740552	0
TCGA-BL-A13I-01A	0.12216251851035569	0.5535437808060426	0	0.06327209208048282	0.2610216086031188	0
TCGA-CU-A72E-01A	0	0.9193791157444653	0.00398385125290248	0.06952487333929969	0.0071121596633326	0
TCGA-CF-A47W-01A	0	0.16837333446867717	0	0.22777711305408285	0.6038495524772399	0
TCGA-GC-A3I6-01A	0	0.7512938461448196	0	0.16243572285856747	0.08627043099661288	0
TCGA-FD-A6TA-01A	0.01177795323135992	0.609330714830567	0.02894465495469343	0.03444167368032312	0.3155050033030565	0
TCGA-CF-A47X-01A	0.1092006511283823	0.04333026169885183	0	0.02883037118913027	0.8186387159836355	0
TCGA-ZF-AA51-01A	0.00138351054772324	0.7997970308464544	0.0970530193391556	0.03378816846459193	0.06797827080207472	0
TCGA-FD-A62O-01A	0	0.2953110738254951	0	0.2769432908509807	0.4277456353235242	0
TCGA-BL-A3JM-01A	0.3284016548425972	0.03104774187616062	0	0.01701108036465196	0.6235395229165902	0
TCGA-FJ-A3ZF-01A	0	0.03175778210827891	0.1688322156114006	0.16166856603912214	0.6377414362411984	0
TCGA-CU-A0YO-01A	0.04093980534012824	0.5588839030385727	0.07422221289534853	0.06351798573817066	0.2624360929877797	0
TCGA-CF-A5UA-01A	0.01498347356051936	0.26572514775404826	0	0	0.6560894208658059	0.06320195781962638
TCGA-K4-AAQO-01A	0.06122469334957756	0.4723418782607649	0	0.04859981223554844	0.417833616154109	0
TCGA-FD-A3SM-01A	0	0.6801136683083471	0	0.22964049934778133	0.09024583234387168	0
TCGA-BL-A5ZZ-01A	0.02164737746524368	0.8116457522525221	0.00901736473604191	0	0.09842745738187623	0.05926204816431602
TCGA-FD-A62N-01A	0.36870409836847695	0.2610888930131327	0.06500860548250462	0.11821038163091228	0.18698802150497348	0
TCGA-BT-A20J-01A	0.10638827408327506	0.08857535541992906	0.10102171976046284	0.05730679261207248	0.6467078581242606	0
TCGA-FT-A61P-01A	0.20999890399273388	0.38151885918746714	0	0.05336913935463242	0.35511309746516656	0
TCGA-DK-AA77-01A	0.1819924432222022	0.3637705378793869	0.07454741330813644	0.05259553502981622	0.32709407056045847	0
TCGA-ZF-AA5N-01A	0	0.38644779446141114	0	0.204277000906105	0.40927520463248385	0
TCGA-DK-AA6U-01A	0	0.9303349064214461	0	0.02660528584046259	0.04305980773809136	0
TCGA-BT-A20O-01A	0.6487393603405871	0.00572966161895239	0	0.00129317521169822	0.3442378028287623	0
TCGA-GD-A3OS-01A	0	0.2706201421350456	0.07662562421648957	0.19798428791384287	0.4547699457346219	0
TCGA-XF-A9SZ-01A	0	0.9417408062367898	0.00239760588991013	0.05335956858307681	0.00250201929022316	0
TCGA-4Z-AA82-01A	0	0.8352419060588191	0.08514324159678192	0.04691417800908448	0.0327006743353145	0
TCGA-GD-A3OP-11A	0.09159499347501354	0.6522956416757274	0.01732101865030142	0.13630881186099592	0.1024795343379618	0
TCGA-DK-AA76-01A	0	0.42758421946890257	0	0.46590056969763827	0.10651521083345906	0
TCGA-DK-A3IL-01A	0	0.16853348457024478	0	0.28026523985564367	0.5512012755741116	0
TCGA-E7-A678-01A	0.10924699373263916	0.04652532123250646	0	0.04323285349981452	0.8009948315350398	0
TCGA-ZF-A9R1-01A	0	0.2804381625257572	0	0.17146936211706204	0.5480924753571806	0
TCGA-XF-A9SH-01A	0.07318891612698264	0.24065336164835965	0	0	0.6621335487884799	0.0240241734361778
TCGA-FD-A5BU-01A	0.02297572847436096	0.7901072778712531	0	0.07405701599291058	0.11285997766147532	0
TCGA-C4-A0F7-01A	0	0.8928001066201868	0.04851744505159541	0.05482682164280561	0.0038556266854122	0
TCGA-C4-A0F0-01A	0.09781803062025868	0.6010786616530412	0.0121826362874983	0.13074187145201965	0.15817879998718207	0
TCGA-FD-A3N5-01A	0	0.8914768905026595	0.02413638146287875	0.07391573189835972	0.01047099613610198	0
TCGA-ZF-A9R5-01A	0.10543232912293604	0.03494940460855875	0.14670068118869845	0.04440711694825021	0.665752557556742	0.00275791057481445
TCGA-CU-A3KJ-01A	0.02205022775574378	0.9018379372917845	0.0162535274433401	0.05510491472785117	0.0047533927812804	0
TCGA-DK-AA6S-01A	0.10067360365343188	0.4757778710815101	0.14477251807761166	0.14585311436752088	0.13292289281992545	0
TCGA-BT-A42E-01A	0.03762512158729818	0.7609054407847653	0.0699104731299925	0.07743970091225182	0.05411926358569212	0
TCGA-FD-A43X-01A	0	0.17654936805531413	0	0.08851871910094447	0.7349319128437415	0
TCGA-ZF-AA4R-01A	0	0.7260179256882081	0	0.1446245918769773	0.12935748243481457	0
TCGA-BT-A20T-01A	0.01184617494137865	0.910532215365702	0.02374520044202053	0.03880940821428372	0.01506700103661519	0
TCGA-E7-A7DU-01A	0	0.7293159403119364	0	0.12066813432716744	0.15001592536089617	0
TCGA-DK-A3WY-01A	0.02722298358937813	0	0	0.01252581543655935	0.9602512009740624	0
TCGA-G2-A2EF-01A	0	0.2419300631933395	0	0.4213275543222192	0.22965633921232032	0.10708604327212104
TCGA-BT-A20V-01A	0.06516982607018583	0.10540063720136068	0.03850488669749693	0.07606492880489947	0.714859721226057	0
TCGA-K4-A3WV-01A	0	0.42080287854712867	0	0.01656191854942542	0.562635202903446	0
TCGA-GU-AATQ-01A	0	0.8315642817026532	0	0.07259359905256116	0.09584211924478558	0
TCGA-CF-A3MF-01A	0	0.5104597219768939	0.09591431293315554	0.39362596508995057	0	0
TCGA-CF-A47T-01A	0	0.7595716125701852	0.05690040408354428	0.1835279833462704	0	0
TCGA-YC-A8S6-01A	0	0.30736722863843163	0.32135476728254947	0.1448280339539428	0.2264499701250761	0
TCGA-DK-A3IS-01A	0	0.8557348547221753	0	0.14426514527782483	0	0
TCGA-XF-A9SJ-01A	0.06329689401403661	0.7098699257122951	0	0.13692249032699683	0.08991068994667138	0
TCGA-DK-AA6T-01A	0.02897981668682656	0	0	9.0704736902253e-4	0.9701131359441508	0
TCGA-BT-A20N-01A	0	0.3315820161422369	0	0.19455714079543415	0.47386084306232895	0
TCGA-XF-AAMW-01A	0	0.7698008776814138	0.06129001645013494	0.12591495080215262	0.0429941550662989	0
TCGA-BT-A3PJ-01A	0.01382877753260056	0.895312055313141	0.04418904152406689	0.03083970166601102	0.01583042396418062	0
TCGA-GC-A3OO-01A	0	0.6152151525523137	0	0.15220420171628138	0.2325806457314049	0
TCGA-BT-A2LB-11A	0	0.7776752384890465	0.04761172546680308	0.02468452902432362	0.1500285070198267	0
TCGA-E7-A6ME-01A	0.20383275267772288	0.30056914351054864	0	0.18145942853175848	0.31413867527997	0
TCGA-XF-AAN5-01A	0.3308065763885308	0.26872243085816194	0	0.1561685681184403	0.24430242463486712	0
TCGA-FD-A3SN-01A	0.06323730863913392	0.5062830999651711	0	0.13681468965438734	0.29366490174130777	0
TCGA-ZF-A9R2-01A	0	0.28061791164390687	0	0.4253702125901827	0.2940118757659105	0
TCGA-ZF-AA4T-01A	0	0.579877463641987	0	0.11074223505768452	0.3093803013003284	0
TCGA-E7-A4IJ-01A	0.44093310354233456	0.11421269058805976	0	0.1533341432781565	0.2915200625914492	0
TCGA-FD-A6TE-01A	0	0.8712202294262882	0	0.07669561186073404	0.05208415871297774	0
TCGA-H4-A2HO-01A	0.1592984271472495	0.15732030798059476	0.2545829614946759	0	0.4098998542907228	0.01889844908675709
TCGA-FD-A6TB-01A	0.11151602662448178	0.23152369658408	0.04300411153328048	0.0220963061261546	0.5918598591320031	0
TCGA-XF-AAN3-01A	0	0.788795685802628	0	0.107026919967331	0.10417739423004116	0
TCGA-XF-AAMH-01A	0	0.5491757792801224	0	0	0.4134301361394999	0.03739408458037777
TCGA-FD-A3B8-01A	0.10718901416761632	0.6158802927700977	0.0372430407260418	0.04918287251420771	0.19050477982203645	0
TCGA-XF-A9SY-01A	0.09250474875755244	0.4168321282749555	0.03302335910609439	0.16649273412466004	0.2911470297367376	0
TCGA-CU-A0YN-01A	0	0.8509637407348648	0.06986286092386192	0.05322457853099798	0.02594881981027524	0
TCGA-FD-A5BZ-01A	0.0244033410006963	0.5159394723843541	0	0	0.45528923234134006	0.00436795427360936
TCGA-BT-A20P-01A	0	0.4165023507361223	0	0.04095639263099541	0.5425412566328822	0
TCGA-XF-A8HD-01A	0.387110891326482	0.05111024004095863	0	0.17113219738690408	0.37552865853437806	0.01511801271127735
TCGA-GV-A3JX-01A	0.07932044280372247	0.6490268616852375	0	0.1511052610194057	0.1205474344916342	0
TCGA-H4-A2HQ-01A	0	0.2970904742919557	0	0.14303121720247364	0.5598783085055706	0
TCGA-XF-A9SP-01A	0.0941331243736932	0.2002483506648198	0	0.03754383057635716	0.6680746943851298	0
TCGA-DK-A3IK-01A	0.05025506117760496	0.24469632004726852	0	0	0.6944996094521336	0.01054900932299294
TCGA-C4-A0F6-01A	0	0.5597552624781034	0	0.20880348090470033	0.23144125661719633	0
TCGA-CF-A7I0-01A	0.2439442331858546	0.36482323328780886	0.01814296247809282	0	0.33876823453847016	0.03432133650977361
TCGA-FD-A3B6-01A	0.362943148620216	0.5554524103726641	0	0	0.03720877262670996	0.04439566838041001
TCGA-GU-A764-01A	0	0.6905110272904276	0.07978056614698019	0.05944922669892765	0.1702591798636646	0
TCGA-GU-A42R-01A	0	0.7971854611329786	0.14568285038513473	0.05713168848188674	0	0
TCGA-DK-A6B6-01A	0.1904811301236118	0.22744949525789948	0	0.02069059346687165	0.5407921876657256	0.02058659348589149
TCGA-R3-A69X-01A	0.05564856791783431	0.5215831791018075	0.03919044962180909	0	0.37344724785185435	0.01013055550669472
TCGA-5N-A9KM-01A	0.13227509447678373	0.43198203170924454	0	0.03307579493245882	0.4026670788815128	0
