Samples	CBSX__CCLE_TIL10__Cancer.cells	CBSX__CCLE_TIL10__B.cells	CBSX__CCLE_TIL10__Macrophages.M1	CBSX__CCLE_TIL10__Macrophages.M2	CBSX__CCLE_TIL10__Monocytes	CBSX__CCLE_TIL10__Neutrophils	CBSX__CCLE_TIL10__NK.cells	CBSX__CCLE_TIL10__T.cells.CD4	CBSX__CCLE_TIL10__T.cells.CD8	CBSX__CCLE_TIL10__Tregs	CBSX__CCLE_TIL10__Dendritic.cells
TCGA-OR-A5LA-01A	0.28000242729403096	0.01109178266585372	0	0.5232110325000483	0.02540327027868017	0	0.0177791763767542	0.05596130113202285	0.02568568660924275	0.01538718703806496	0.04547813610530209
TCGA-OR-A5JY-01A	0.8822179285412362	0	0	0.01776960644326143	0.10001246501550246	0	0	0	0	0	0
TCGA-OR-A5LM-01A	0.5682250564690784	0	0.01695843533245388	0.11860488016474652	0	0.01939147662797889	0.00684572297558717	0.11823252618360476	0.01867707091660396	0	0.13306483132994626
TCGA-OR-A5LP-01A	0.3278836463590475	0	0.0073662017287435	0.5560063935815035	0.03800826076962831	0	0.0117082322986079	0.0400961138046021	0.00155515520014196	0	0.0173759962577254
TCGA-OR-A5JW-01A	0.6180211391601574	0.01312711840086393	0	0.17376810281139293	0.10732175341939262	0	0.00896322805247546	0.0174930375356363	0.00861407942680846	0.01680424392875365	0.03588729726451914
TCGA-OR-A5J7-01A	0.8504234336930293	0	0	0	0.13118758883344345	0	0	0.01838897747352715	0	0	0
TCGA-PK-A5H9-01A	0.19368122499577373	0	0	0.3842766386687324	0.10449432917553236	7.0872521805356e-4	0	0.08050800459180278	0	0	0.23633107735010528
TCGA-OR-A5JI-01A	0.3499038001775699	0.0058302587430945	0	0.4681433246960504	0.0711084949146386	0.00304298826771606	0.0080576622873067	0.02311735076374677	0.041210117539068	0.029586002610809	0
TCGA-OR-A5L6-01A	0.7414734105089158	0.00760069596195912	0	0.07467281251754465	0.06994978834054705	0.00497158581051159	0	0.1013317068605218	0	0	0
TCGA-OR-A5KZ-01A	0.8108719417887262	0	0	0.03281591279195657	0.10196532658659369	0	0	0.05434681883272358	0	0	0
TCGA-OR-A5KT-01A	0.3803815096258667	0.01197657458099583	0	0.28550134476536293	0.229016816269422	0	0	0.08976189690215955	0	0	0.00336185785619303
TCGA-OR-A5JB-01A	0.7939161664275756	0	0.10215855795305946	0.02977382217957875	0.0472584473440438	0.01598497819347167	0.01090802790227074	0	0	0	0
TCGA-OR-A5LR-01A	0.5257407406191033	0.01482678618956117	0	0.21534205779966245	0	0.01073632065229425	0.03986957859911962	0.09601002288478996	0	0.01497063575966769	0.08250385749580152
TCGA-OR-A5JL-01A	0.6353001662569563	0	0	0.1828286931519691	0	0	0	0.05376301226366501	0	0	0.12810812832740973
TCGA-OR-A5K2-01A	0.792998548985021	0.01133096714194171	0.00202713904555583	0.05643040945537276	0.02488981655619427	0	0.02496849146214768	0	0	0.0476194584865329	0.03973516886723382
TCGA-OR-A5JM-01A	0.9140987824919937	0	0	0	0.05130460810556275	0	0	0.03459660940244341	0	0	0
TCGA-OR-A5L8-01A	0.7682279754711829	0	0	0.05042724912653847	0.00960325459668475	0	0	0.1252579828642939	0	0	0.04648353794129991
TCGA-OR-A5L3-01A	0.37291979102802686	0.01883168311542785	0.0241355424930731	0.05884404810273541	0	0	0.03759489703088085	0.10574530506782914	0.02566011529017757	0	0.3562686178718492
TCGA-OR-A5JQ-01A	0.554111982538012	0.0079241187563274	0.00587903515798013	0.18965892466136072	0.06049985438892112	0.00467968647486951	0.04175090614348354	0.13549549187904572	0	0	0
TCGA-OR-A5KO-01A	0.9451863421820138	0	0	0.0176236967661659	0.02299496694268019	0	0	0.00652216905791622	7.1823729253065e-4	0	0.00695458775869319
TCGA-OU-A5PI-01A	0.6568919375571481	0.00316062381409616	0.03976487564779647	0.10054697773719024	0	0.00909756747731338	0.01930306252203229	0	0.01559516720087748	0.02929640549687889	0.12634338254666705
TCGA-OR-A5J9-01A	0.7509112734088318	0.01357019664217551	0	0.1010148420640721	0.06326258528160379	0.00601430396933501	0.02269613701928141	0.00750666963231236	0.01282403211131507	0.0196948347738626	0.00250512509721039
TCGA-OR-A5LL-01A	0.4426912791454561	0	0.00895298015038573	0.1249420117923369	0.3089162528035904	0	0.00739456577638953	0.1032082833775634	0.00389462695427786	0	0
TCGA-OR-A5LN-01A	0.26918595756795827	0.00758433420695107	0	0.5134808334039369	0.12296952602106814	0	0.01574928651810239	0.07103006228198333	0	0	0
TCGA-PK-A5HA-01A	0.3253244319523691	0.00499836704573764	0	0.4520014042300623	0.05317702488219902	0	0.01163159164283944	0.08144301873319681	0.01059219366984818	0	0.06083196784374755
TCGA-OR-A5LG-01A	0.5969175365654014	0.00930359985299849	0.02247472307752082	0.1865039842230385	0.04078971862734023	0.01552546934304469	0.03063440699870558	0.06592478603618748	0	0.03192577527576297	0
TCGA-OR-A5L4-01A	0.7313165423678091	0	0	0.08958824500175958	0.09871571950676272	0	0	0.02539591351068409	0	0	0.05498357961298463
TCGA-OR-A5L9-01A	0.36440578393532225	0.014551132900985	0	0.2751510742687782	0	0.01159181206362319	0.06049885632461739	0.1635010622489211	0	0	0.11030027825775292
TCGA-OR-A5JP-01A	0.7322558319653208	0.02212702663958177	0.03222249597378073	0.01974447712047435	0	0	0	0	0.01819513491816408	0.06478993327031253	0.11066510011236567
TCGA-OR-A5L5-01A	0.2456014627943068	0.01053992671729323	0.00773324148545932	0.395324698236365	0.22490144004866128	0	0.02947140471816266	0.04571328559513282	0.04071454040461864	0	0
TCGA-OR-A5J2-01A	0.6932382119538248	0	0.01669607911753059	0.09453129303156511	0.07311184394784029	0	0	0.08594968432557643	0	0	0.03647288762366264
TCGA-OR-A5LE-01A	0.8978737938483125	0	0	0.02234947479979155	0.01175204721827079	0	0	0	0	0	0.06802468413362517
TCGA-PK-A5HB-01A	0.8285484768897208	0	0	8.7095692508517e-4	0.09782685936982836	1.3050574990464e-4	0	0.07262320106546076	0	0	0
TCGA-OR-A5LB-01A	0.741182837603793	0.01607496776680876	0	0.06865939286519321	0.07865619698786491	0	0.01561345717457567	0	0.01401642657662293	0.02898515575993489	0.03681156526520651
TCGA-OR-A5JC-01A	0.7474873790901431	0.00373027200481408	0	0.106438287948896	0	0.00439123541732935	0.00482586344747705	0.09880999823834442	0.00651654667112009	0	0.02780041718187605
TCGA-OR-A5KY-01A	0.8807496293769796	3.2661467540627e-4	9.8551974759792e-4	0.02914203135526425	0.02836294455122553	0	0	0.06043326029352632	0	0	0
TCGA-OR-A5K5-01A	0.639716107788062	0.01664613055601399	0	0.0267356055442795	0.17152831133014224	0	0.0324245423876944	0.06085106007116342	0	0.02374806513193642	0.02835017719070803
TCGA-OR-A5JS-01A	0.8629179599337189	0.00233136963973051	0	0.01090561680560232	0.01236792639900774	0	0.02873007540208141	0.07051909110238172	0	0	0.01222796071747735
TCGA-OR-A5LJ-01A	0.7205083833408321	0.01313911187147449	0.00909881293801977	0.06882290502669075	0	0.00727628779022723	0.00549560060811053	0.00303725666783406	0.02032094758259817	0.03798870420058514	0.11431198997362786
TCGA-OR-A5JD-01A	0.323960631415377	0	0	0.41034107550313337	0.12420162422196816	0.00731963828361703	0.00609211653845815	0.08619574577013592	0.02756570661766071	0.01432346164964966	0
TCGA-OR-A5JX-01A	0.4045952500958632	0.02371931192077221	0	0.2584352974797439	0.06407889995042812	0	0.03234855973203501	0.0790024778832006	0	0.0011489109937507	0.13667129194420613
TCGA-OR-A5JF-01A	0.5377260019222981	0.02080875553207666	0.02890414990420657	0.09855906788931287	0	0.00203124576855662	0.01659284157134568	0	0.01591878701154805	0.03653856722074113	0.24292058317991425
TCGA-OR-A5JA-01A	0.8642220008806065	0	0	0.03889650513759278	0.05720439327390722	0	0	0.03967710070789329	0	0	0
TCGA-OR-A5JR-01A	0.5311572879192786	0.00334168621448188	0	0.3000678715350806	0.05694526803848171	0.00322592835364546	0.0284577386200953	0.07680421931893645	0	0	0
TCGA-OR-A5KV-01A	0.5714983779699384	0.03401165921644593	0	0	0.22275442158930156	0	0.04864558606464282	0	0.02681664700378539	0.09627330815588592	0
TCGA-OR-A5J1-01A	0.5214883699030027	0.02735866566666092	0	0.16304558716567186	0	0	0.00334987805740308	0	0.02572493274089919	0.05267379166377745	0.2063587748025846
TCGA-P6-A5OG-01A	0.7034561132954389	0	0.03207720844151436	0.0588957408352853	0.1967467918086536	0.00882414561910773	0	0	0	0	0
TCGA-OR-A5K3-01A	0.5604385585103412	0.00425474962591997	0	0.34227972923218886	0.05983699571205871	0	0.00676375682992962	0.0215380170593374	0	0.00488819303022417	0
TCGA-OR-A5JO-01A	0.17239828607589258	0	0.00368401404087899	0.5063522495279256	0.17706997445029332	0	0.0172151320514753	0.1070782574658096	0.01620208638772452	0	0
TCGA-OR-A5J8-01A	0.46051811888971256	0	0.0193860440315128	0.3033953040667685	0.1846360497651263	0	0.00346595426728231	0	0.02859852897959758	0	0
TCGA-OR-A5LS-01A	0.7298150737602547	0.00773376360925023	0	0.02227680891532658	0.18520766562057456	0.00318004614206728	0.01520226973377631	0.03614970967268957	0	4.3466254606084e-4	0
TCGA-OR-A5K8-01A	0.7770603733422669	0.0012413180669388	0	0.0742980386060546	0	0.00690114502509932	0.01032565663794557	0	0.0167010225900734	0.01324276090063494	0.10022968483098658
TCGA-OR-A5JT-01A	0.5657816402034961	0.00912994845148993	0	0.08812830944986721	0.19436166526545096	0.00983188973345763	0.03987755343072642	0.08840387972926386	0	0.00448511373624787	0
TCGA-OR-A5J6-01A	0.08062092249485554	0	0	0.2224382703235942	0.3963133536824457	0	0	0.13171354364473145	0	0	0.1689139098543733
TCGA-PA-A5YG-01A	0.22262199145846495	0	0	0.6036263773862323	0.06092702070380472	0	0.0077985614236165	0.08233560541627875	0.02269044361160275	0	0
TCGA-OR-A5KX-01A	0.7103079683538343	0	0	0.06765456681777988	0.09671156021150112	0	0.0104362475725451	0.09987031893266246	0.01501933811167707	0	0
TCGA-OR-A5KW-01A	0.8018660857736455	0	0	0.02252431387229819	0.09140429658578092	0	0.00935918144734665	0.07484612232092876	0	0	0
TCGA-OR-A5LC-01A	0.9005380365969715	0.00141450545165591	0.00238630247536618	0	0.07252018286105652	0	0.01248425335778802	0.01065671925716162	0	0	0
TCGA-OR-A5K6-01A	0.5600747620484765	0	0.01221424337816598	0.07138148213725815	0.19105747991838615	0	0.00938000205106292	0.06822612600288715	0.01169172149856088	0.00102573857838917	0.07494844438681297
TCGA-OR-A5K1-01A	0.6542041309958369	0.00764191686417793	0	0.05370106159026163	0	0	0.04205679040577501	0.12021815387298174	0	0	0.12217794627096693
TCGA-OR-A5J3-01A	0.5594629371718365	0.00650273467801639	0.00152062011272688	0	0.11523570454119791	0	0.02797247915097219	0.17262077959186048	0	0	0.11668474475338964
TCGA-OR-A5KU-01A	0.6424783541870662	0	0	0.06677541079308308	0.06959739402596181	0	0.00320309555171672	0.08964269248002966	0	0	0.12830305296214248
TCGA-OR-A5LO-01A	0.8904557902667406	0	0	0.08096218252615131	0.02294137264921007	0	0	0.005640654557898	0	0	0
TCGA-OR-A5JE-01A	0.8146720643701887	0.00121274369675396	0	0.06040936977510805	0.12203624535117	0	1.4614070867402e-4	0	0.00152343609810531	0	0
TCGA-OR-A5JZ-01A	0.7101707783357637	0	0.00741677347516392	0.1481784055180247	0	0	0	0.06827771155121845	0	0	0.06595633111982929
TCGA-OR-A5LK-01A	0.20943024833546553	0	0	0.5497682012423096	0.12014481053420838	0	0.00393655885952637	0.05278935845929243	0.03771994754335088	0.02621087502584681	0
TCGA-ZF-A9R7-01A	0.5451805871751594	0.01624684640701897	0	0.1226754175936242	0.0824609278898595	0.00495216544909429	0.01993366963280192	0	0.11284358000290026	0.09570680584954128	0
TCGA-FD-A3SO-01A	0.9005840693209776	0	0.03324232705015027	0.0661736036288719	0	0	0	0	0	0	0
TCGA-E7-A97P-01A	0.8191888434194965	0	0.08970597502705288	0.0130481294524113	0.01146896997227083	0.00461175514189698	0	0	0.06197632698687148	0	0
TCGA-GU-A767-01A	0.7966858633575207	0.02202594524226785	0.01878317966511975	0.03114329810591926	0.0293591807966581	0.01313263459709436	0.04534347809707327	0	0.02027777031898333	0.02324864981936338	0
TCGA-4Z-AA81-01A	0.9336046211079695	0.00170979864134341	0.00958957911924139	0.00869076537263888	0.00193447531378477	0.00139917943119201	0.00212310034789974	0	0.01631403983089463	0.02463444083503578	0
TCGA-K4-A3WV-11A	0.21141985683217773	0.01155043270910811	0	0.18094739035196897	0	0.00525628881108787	0.01245911393996689	0.375288898981067	0.09067535813104066	0	0.11240266024358274
TCGA-E7-A85H-01A	0.8981229890882056	0.00316924881953441	0.01231934941138732	0.01526108092991541	0	0	0.02295903856069715	0	0	0	0.04816829319025992
TCGA-G2-AA3C-01A	0.75537176809986	0	0.02061578380672746	0.15493195879738855	0.01936214346812697	0.01895427904127134	0.00240507571477177	0	0.0268575968326261	0	0.00150139423922759
TCGA-E7-A8O8-01A	0.7567890985957891	0.01700266341359423	0.01918347085359656	0	0.03612355080167278	0.00346116319576368	0.0797306664685562	0	0	0.04468087170398011	0.04302851496704744
TCGA-XF-A9SM-01A	0.7006684398690276	0.0085252328583769	0.15062808432617333	0.08434009309610752	0.00180105701892122	0.0051037122520402	0	0	0.0489333805793532	0	0
TCGA-DK-A3IN-01A	0.8184497275814965	0	0.10975084734470476	0.05926572046185427	0	0	0	0	0.01253370461194465	0	0
TCGA-BT-A2LA-11A	0.4565246586559843	0.01115823796308892	0.00637620771693194	0.16182123348610472	0.06153066087628005	0.01279237348158556	0	0.1822207570241512	0.06176636978695352	0	0.04580950100891987
TCGA-2F-A9KR-01A	0.7941932891188902	3.7960531416819e-4	0.00128704315011469	0	0.18153817461883953	0	0.0085699853142744	0	0.01403190248371311	0	0
TCGA-E5-A4U1-01A	0.8262228056092704	0.01506518087624402	0	0.0276673051556294	0.06832324006110542	0.01097773992450831	0.0362432089400988	0.00293766999071598	0	0.0125628494424276	0
TCGA-E7-A3Y1-01A	0.6582110634016927	0.02816334221366099	0.01174738780326227	0.02350412151067061	0.02679998935120016	0.01555844811478598	0.0402358881786227	0.14820840859219842	0	0	0.04757135083390628
TCGA-FD-A6TC-01A	0.7756591225138088	0	0.04908204269764477	0.04375644105918926	0.02553581111766161	0.01377769704680284	0.05354493184005952	0.03864395372483301	0	0	0
TCGA-FD-A5BV-01A	0.9581463548618304	0	0.0053313357064403	0	0.0360720079062867	4.5030152544251e-4	0	0	0	0	0
TCGA-DK-A2I4-01A	0.558185839656848	0	0.1620756433791144	0.2141754686959076	0	0	0	0	0.06556304826813004	0	0
TCGA-UY-A78M-01A	0.807012625560194	0.01130488453166387	0	0.01256435341845231	0.00398702113884453	0	0.02914926348638886	0	0.01043540381519448	0.04679116178046508	0.0787552862687969
TCGA-4Z-AA7R-01A	0.906922744668967	0	0.01618605178878052	0	0.06559944351739418	0	0	0	0.01129176002485829	0	0
TCGA-HQ-A5NE-01A	0.8425424371969756	0	0.14537437467424735	0	0.00558740527562615	0.00287868401778993	0	0.00361709883536082	0	0	0
TCGA-XF-AAMT-01A	0.7345013253167131	0	0.0917174341514063	0.1317835209707987	0	0.00556756389033248	0.00541238209072954	0	0.01661786484948818	0.01439990873053149	0
TCGA-XF-A9SU-01A	0.7998597362169352	0.02040430391414932	0.03531630789377554	0.01726359040020782	0.07000345364892765	0.01001727001093757	0.03511133415131781	0	0	0.01202400376374897	0
TCGA-CF-A47S-01A	0.4952530739626021	0.01165218940534251	0.01389397841195581	0.08154717835743999	0	0.00261293482092381	0.00679481620939047	0.21765866589788485	0	0	0.17058716293446044
TCGA-FD-A6TK-01A	0.7784164707111142	0.00590427561920158	0.09559572437710404	0.05488310560807352	0.03150581857410387	0.00828034244286037	0	0	0.02541426266754251	0	0
TCGA-E7-A5KF-01A	0.9253267467530067	0	0	0.00660465887347893	0	2.524060133195e-5	0.0086410996628798	0.03967613268191131	0	0	0.01972612142739128
TCGA-UY-A78L-01A	0.9484753743762955	0	0.02892590527896047	0.01413979879376463	0	0.00414883702888776	0	0	0.00431008452209152	0	0
TCGA-S5-A6DX-01A	0.6217977110186541	0.02471943228027424	0.01383790773394558	0.12595627592878672	0	0.01293398606451603	0.08810566711163806	0	0	0.05589385129990198	0.05675516856228318
TCGA-XF-A8HI-01A	0.8766896724069754	0.00105059450933277	0.01184776823262251	0.01656021922168761	0	0.00431470618333637	0.00517193425676368	0	0.00669275567022309	0.03773338183600979	0.03993896768304888
TCGA-XF-A9T5-01A	0.8020543078064689	0.00329271729178803	0.0772323553560252	0.04851818620512171	0.00641694586916533	0	0	0	0.03023725337934375	0.03224823409208698	0
TCGA-XF-A9SX-01A	0.6003411190743152	0.0226505215278867	0.14169180766053222	0.155500366016114	8.294816708851e-5	0.01272562571597416	0.01724377061601174	0	0	0.04976384122207735	0
TCGA-G2-A2EK-01A	0.7112587912118695	0.02954613677492923	0	0.08369311726560097	0.00895858514112593	0	0	0.08685568927858442	0	0.00458733301778416	0.07510034731010583
TCGA-ZF-A9RE-01A	0.9347898023867346	9.4568773976648e-4	0.00338766867479035	0.00277041852035654	0.03399260078864176	0.00113732934284272	0	0	0	0.02297649254686759	0
TCGA-E7-A7DV-01A	0.6123020963406149	0	0.00787324255985648	0.23152904944833505	0.14829561165119348	0	0	0	0	0	0
TCGA-HQ-A2OF-01A	0.9624177912981146	0	0	0.02089362432080078	0.00662683256852449	8.2989200569831e-4	0.00923185980686186	0	0	0	0
TCGA-XF-AAN1-01A	0.8877046315674638	0.01544052426404837	0.00856691006842038	0.01852506322294174	0.01365355480561525	0.00983959280092761	0.03188690856552802	0	0	0.012600465968253	0.00178234873680185
TCGA-DK-AA6P-01A	0.8769285387606478	0	0.013267406240288	0.0171080414422972	0	0.00915514519956422	0.02453018065121514	0	0.01128888129556893	0	0.04772180641041872
TCGA-CF-A47Y-01A	0.6102453297216345	0.01462542512292702	0	0.02419325162487364	0.01022895855977955	0.01035063152716385	0.04493198368009133	0.07789903988777447	0	0.02410120771764922	0.1834241721581064
TCGA-CF-A3MI-01A	0.8056111222315958	0	0	0.00180862450217895	0.03814354155383231	0.00819670831044053	0.04359420187457715	0	0	0	0.10264580152737512
TCGA-G2-A2EL-01A	0.9776846107250328	0	0	0	0.00785523125299687	0	0	0.01446015802197027	0	0	0
TCGA-XF-AAMZ-01A	0.8879159346782366	0.01424869099281328	0.00421750874836154	0.01514100365571281	0	0	0.02661685031483045	0	0	0	0.05186001161004519
TCGA-DK-AA6L-01A	0.7924907526986582	0.01607886672690637	0.02249610348428795	0.04593978679833614	0	0	0.04354264128531109	0	0	0.00213321488678452	0.07731863411971543
TCGA-XF-A9T4-01A	0.8764086920198855	5.6966766820536e-4	0.08043523694448447	2.4225117910178e-4	0.02123601543005513	0	0.00350551150155223	0	0	0.01760262525671548	0
TCGA-K4-A6MB-01A	0.9019577711339902	0.00183181121535422	0.02476843474668034	0.03153739044177232	0.02330307937106829	0.00305923620724726	0.00742498416537057	0	0.00611729271851666	0	0
TCGA-UY-A8OB-01A	0.8618646845709095	0	0.02542109020304582	0.02076847002833012	0.05226001256398664	0.01350612202726783	0.02617962060646016	0	0	0	0
TCGA-DK-A1A5-01A	0.7897311348314889	0	0.00627618655946522	0.01507154881441032	0.11761881445732598	0.00829472011769245	0.01906838626256613	0.04393920895705099	0	0	0
TCGA-2F-A9KQ-01A	0.8836616908049271	0	0	0.01407422975573874	0	0	0.01562571415965134	0	0	0.0143202961346373	0.07231806914504553
TCGA-SY-A9G0-01A	0.4729684185628958	0.06739734091966086	0.1306887090006515	0.15546090464027446	0.05248840399098802	0	0	0.11021118624178557	0.00251431476392418	0	0.0082707218798197
TCGA-GV-A40G-01A	0.9444050938983406	0	0	0.01097650227799982	0	0	0.00488964455088396	0	0	0	0.03972875927277552
TCGA-FD-A5BX-01A	0.43033774265266983	0.00624124603660979	0.0509224407562248	0.2573314979503984	0.19032901401215865	0	0.02284327760925996	0	0.0092417205629193	0.03275306041975936	0
TCGA-BL-A13J-01A	0.7179662185739301	0.00308928998421723	0.02612288690320408	0	0.2024477455278842	0.00413994845425907	0	0	0	0.04623391055650519	0
TCGA-BT-A20N-11A	0.20870803208397784	0.0162444490499478	0.21104410539256413	0.2361999715101152	0.1998542000139215	0.03154577247352145	3.5402735423625e-4	0.07088227219966303	0.01371409729056974	0.01145307263148304	0
TCGA-ZF-AA54-01A	0.789807838932443	8.9062331548869e-4	0.03758899428137039	0.13239825907152095	0.0062121252219658	0.01294298359124185	0.02015917558596916	0	0	0	0
TCGA-GU-A766-01A	0.6998048157479715	0	0.1752017915250312	0.04868591502796941	0.02705717777793333	0.02241171612922781	0	0	0.0186685757071177	0.00817000808474919	0
TCGA-LT-A8JT-01A	0.7457828242375786	0.00904085863672154	0.00164228031682957	0.04645671277770416	0	6.9897370111807e-4	0.00856433310124317	0.12249509970119668	0	0	0.0653189175276082
TCGA-FJ-A3Z9-01A	0.8998392523104308	0	0	0.01600317847237471	0.00891040552116492	0.00614347960068631	0.011756839310220049	0.05734684478512293	0	0	0
TCGA-DK-A1AC-01A	0.7003230990394078	0.01062889427051873	0.13405417889395213	0	0.05340332516630155	0	0.01275506582084599	0	0	0.08883543680897392	0
TCGA-GC-A6I3-11A	0.44969863690268785	0.16721310983314788	0.09635885505077096	0.06838476615678264	0.04648393920977926	0	0	0	0.0320800009699506	0.13978069187688083	0
TCGA-C4-A0F1-01A	0.8387602054184023	0.01090582292162719	0.05139779989142629	0.00987566170307337	0.08167834829800671	0.00738216176746391	0	0	0	0	0
TCGA-G2-A2ES-01A	0.8663938381883213	0.0144541248594908	0.07092078308079407	0.02286353287056043	0.01722833896124749	0.00813938203958585	0	0	0	0	0
TCGA-XF-AAN4-01A	0.42606232295868707	0	0.13988368288229894	0.2989490753813748	0	0.02286547873866682	0	0.03840883337529954	0.02945682874130983	0.04437377792236309	0
TCGA-4Z-AA83-01A	0.5857203763907012	0.00938742140258141	0.11978435186578482	0.06264751053383413	0	0.01140791792590868	0	0.09520807819226956	0.01646677119536716	0	0.09937757249355304
TCGA-4Z-AA7N-01A	0.17281864739770716	0.33221903567968925	0.05431392596520296	0.04511431931932617	0.02470920796568301	8.1664039632494e-4	0	0.2009170654129744	0.02406332354893937	0.14502783431415295	0
TCGA-HQ-A2OE-01A	0.9598590721031409	0.00223026339620768	0	0.02383750118598129	0.00841068549554662	0.00566247781912338	0	0	0	0	0
TCGA-UY-A8OC-01A	0.7810034346225777	0.01130039400518741	0.08808413801018707	0.02646785106934553	0.03575953012498934	0.00558588505126915	0.02001698531765116	0	0	0.03178178179879262	0
TCGA-GV-A3JV-01A	0.8690789445233229	0.00690866331533552	0.02375715142946465	0.02403681794692031	0	7.4484510911022e-4	0.0123084019497315	0	0	0	0.06316517572611485
TCGA-XF-A9T8-01A	0.7588476864487248	0.01216388040716034	0.08171514432865049	0.06859794911073859	0.02761568786493699	0.01569840725071581	0.00883830255213399	0	0.02606906428147281	4.538777554662e-4	0
TCGA-KQ-A41S-01A	0.8650596026056084	0	0.03746139445818861	0.06416906029803358	0.03330994263816934	0	0	0	0	0	0
TCGA-CU-A3YL-01A	0.7859470771349123	0.00239711948123492	0	0.01626625318424259	0.00122870367654636	0	0.01216726571707645	0	0.02503121804320854	0	0.15696236276277883
TCGA-E7-A7XN-01A	0.8043157108981498	0	0.05313496280851934	0.03256849838323629	0.0122541615755203	0.00987427587779783	2.8511611136188e-4	0	0.08756727434541467	0	0
TCGA-DK-A2HX-01A	0.6576541767989296	0	0.06615836075462321	0.06443181300849382	0	0.00372983065959865	0.03344683962707777	0	0	0.0489693126261846	0.1256096665250924
TCGA-CF-A8HY-01A	0.8175948013393814	0.02548593185168426	0.00942163124386362	0.02403135480270373	0.03745713924816631	0.01793325466511915	0.06353602836883898	0	0	0.00453985848024255	0
TCGA-4Z-AA7W-01A	0.6191637262120225	0.0064559556552946	0.03464938725578378	0.1337140713892278	0.03587074546231182	0.00516767023701998	0.02397832292892324	0	0.0817575116011685	0.05924260925824758	0
TCGA-FD-A43U-01A	0.4644726588525506	0.00705774490463317	0.0699755507453526	0.3241811959177093	0	0	0.01891331251410503	0	0.03035844256767595	0.04466724109146344	0.04037385340650995
TCGA-BL-A0C8-01A	0.8315383067965463	0.00413265276530952	0	0.03179603031666771	0.096119142309636793	0.00977270222029682	0	0	0	0.02664116559154309	0
TCGA-BT-A0S7-01A	0.6658081354351736	0.01214320405017665	0.01327804635916735	0	0.26063581462670016	0	0.02449751559021006	0	0.0236372839385724	0	0
TCGA-ZF-A9R3-01A	0.7372193242278269	0.00517010183475027	0.00622445650562306	0.03144826569410715	0.1071784781173221	0.0024397531771314	0.0180749910444401	0	0	0.05279674138309282	0.03944788801570618
TCGA-4Z-AA89-01A	0.8488743095897179	0.01636564670155535	0.00287741335661051	0	0.11516001023491892	0.01672262011719735	0	0	0	0	0
TCGA-GU-A42P-01A	0.9232504975139085	0	0	0.01230702346779371	0.06444247901829787	0	0	0	0	0	0
