id	filename	md5	size	state
4d4a7e90-487d-41d3-9900-2280591d3cdc	4d4a7e90-487d-41d3-9900-2280591d3cdc/unc.edu.197d081a-c438-40f0-83ab-d2f5adaba583.1282211.rsem.genes.normalized_results	d8d1a625b1e876381485023572e63e8c	435239	validated
53ef6f8c-bbc2-4acc-b066-8ac0c15ff630	53ef6f8c-bbc2-4acc-b066-8ac0c15ff630/unc.edu.74d7c232-3a85-4e1a-8f0e-0c33f4c63064.1976858.rsem.genes.results	c70b61f9e7add85424d6ff5d2ed278f7	1496733	validated
583da0e4-6a11-4f1d-b749-3048bc93f931	583da0e4-6a11-4f1d-b749-3048bc93f931/unc.edu.e8a47fb0-6482-46e7-a0d6-b09ad8f06943.1330011.rsem.genes.results	843324bda461698a2126fa4b0ca94896	1510357	validated
59108aa6-0e0c-4753-81fc-e603ea157310	59108aa6-0e0c-4753-81fc-e603ea157310/unc.edu.e912621f-4803-46d2-a056-378dc3fcf8b4.1200841.rsem.genes.results	186a2b7d226ae9ceff000e9ec17f2137	1512260	validated
5e5dfd3a-1eb8-481a-93dc-cb0765e48f76	5e5dfd3a-1eb8-481a-93dc-cb0765e48f76/unc.edu.a6976ea0-4858-4432-85f2-33a18784b499.2358423.rsem.genes.results	98662216598e720d2bd33555bcdf9538	1510546	validated
5ee5a46a-ce7d-4fb6-9e7a-0ef1680c74b9	5ee5a46a-ce7d-4fb6-9e7a-0ef1680c74b9/unc.edu.d9d35aa6-5185-4da7-b794-6f0b07242b61.1199147.rsem.genes.results	525c72e9d4a1cb6b925a2df94ea97146	1492693	validated
603fba9f-a43f-47f7-b080-38cf21476d4d	603fba9f-a43f-47f7-b080-38cf21476d4d/unc.edu.5bd1027a-26ba-4375-a09a-bf301014902c.2160053.rsem.genes.results	dc4895f637d1dc82f420baf7c23031ab	1499730	validated
6e03deea-2833-4ce1-9951-9158331d0d1a	6e03deea-2833-4ce1-9951-9158331d0d1a/unc.edu.257b1ca1-26d1-4888-8bc0-6b30d14d4509.1180854.rsem.genes.results	7d0abfe82fbba162c8fa78875e4403d3	1497946	validated
6e9e4fb5-7c38-43a5-9e8a-89df02268fb3	6e9e4fb5-7c38-43a5-9e8a-89df02268fb3/unc.edu.4f543f1d-6dd8-4aed-b014-dd4b5292af4b.2344312.rsem.genes.normalized_results	7a45b9c7bed76167de115849027d0746	436522	validated
7502b208-2ff5-4e35-9bad-7fca8a8f0100	7502b208-2ff5-4e35-9bad-7fca8a8f0100/unc.edu.069ceb60-d007-4b57-a0b6-0ad05ba49dfa.2282645.rsem.genes.results	f97433d507163a51d351d0f4665fbb97	1512595	validated
780abd4e-593d-4a77-9717-7785d454dc60	780abd4e-593d-4a77-9717-7785d454dc60/unc.edu.d21fb27d-34af-4386-a20d-d6a6eb891f9b.2282571.rsem.genes.normalized_results	fb96c583d35d31077741a925db459e08	435943	validated
7b1a9483-e0ad-4fec-a27f-77fc0eabe2cb	7b1a9483-e0ad-4fec-a27f-77fc0eabe2cb/unc.edu.37393621-1402-4966-8d1c-6ee5212a8cd9.2600536.rsem.genes.normalized_results	eeccd0ece7abb3586097e153aeda8192	435401	validated
7ecef707-7a14-4b7b-bfbf-6bdea89857c1	7ecef707-7a14-4b7b-bfbf-6bdea89857c1/unc.edu.a63458a8-5d84-4689-9fd9-ec0f29d8e505.2108270.rsem.genes.results	8de483b4f915844d50ba58c53683e2af	1501482	validated
8276f0a1-0cff-42ec-b36a-d2d84ef0aa72	8276f0a1-0cff-42ec-b36a-d2d84ef0aa72/unc.edu.d534dba4-b034-4451-9886-d66cdb7c7ef7.1950834.rsem.genes.results	6b3b593543cc389e8c6a58b4fbcecbda	1491836	validated
84a43e0a-2aae-4552-84a8-9a2a443862fb	84a43e0a-2aae-4552-84a8-9a2a443862fb/unc.edu.84675636-1d8c-474a-a4bf-baffcc36b5bf.2584889.rsem.genes.normalized_results	8a3a5cabe50a3cf98eeff0bdc61c6c09	435164	validated
8bc4733d-bef6-41ca-a329-74c876b8ace8	8bc4733d-bef6-41ca-a329-74c876b8ace8/unc.edu.1b4be6ae-b4cd-4dcf-8c06-77328ba6e034.2442465.rsem.genes.results	36a2e39a86af5358d0a535b6b541f57f	1518958	validated
8fe71222-8c45-4cb3-9c18-a7c02be96a5e	8fe71222-8c45-4cb3-9c18-a7c02be96a5e/unc.edu.acc5858f-0f2c-4ed1-87f7-555249ae86db.2584409.rsem.genes.results	0119c232a0746576d055e0c86d3e424b	1496000	validated
91004b9b-32f1-4648-b59e-25b4d57c0bf7	91004b9b-32f1-4648-b59e-25b4d57c0bf7/unc.edu.fd2fccb4-ea5c-4139-9dc3-25213f5345e4.1216215.rsem.genes.normalized_results	c98dc90e1b445fa269e4f9fab65800a8	435225	validated
91b97267-c82c-4654-9f96-c47b3c4bdfc4	91b97267-c82c-4654-9f96-c47b3c4bdfc4/unc.edu.5ff01070-167d-43b6-bb87-88b2f82b99ba.1281491.rsem.genes.results	3d4a1ed6835474fd14dcd4689852cfa3	1521999	validated
91e9ec41-0de9-481c-a19f-ade920e7ede0	91e9ec41-0de9-481c-a19f-ade920e7ede0/unc.edu.92f15d0a-7aa7-4299-9e14-b2cbb4fd2740.2448857.rsem.genes.results	1205067bf13a16c67f615c5526f546fb	1512525	validated
9243e022-2c24-4f5c-b841-4cab1b532dd0	9243e022-2c24-4f5c-b841-4cab1b532dd0/unc.edu.19eedffb-4311-4e50-9bf1-39bef9d2918c.1888575.rsem.genes.results	510047060119720d3f8c4d6cc7ac1fb5	1503106	validated
a287de01-f10c-4999-9e6e-6e9efef88cb6	a287de01-f10c-4999-9e6e-6e9efef88cb6/unc.edu.6ffa306c-0a98-4537-9d26-9f998190c912.2345602.rsem.genes.normalized_results	a1a6be4514479f394300db8e4ced55a2	435933	validated
a67e3317-8092-448e-9557-25903d0a5a62	a67e3317-8092-448e-9557-25903d0a5a62/unc.edu.a475576d-57c5-41ee-bac3-a1b1b8c1305c.2029161.rsem.genes.results	7d85f19e7143dd5c5865dc5190140732	1503937	validated
aad23078-8dce-4a8e-bc53-f9a286279710	aad23078-8dce-4a8e-bc53-f9a286279710/unc.edu.71928637-4db6-4c1a-8127-7d5b0446996e.2446368.rsem.genes.results	f01ede391221d670fa6313e3f853d3f5	1503181	validated
b092a581-1fc4-4576-a66d-626ce1e92bf9	b092a581-1fc4-4576-a66d-626ce1e92bf9/unc.edu.23ced7be-8bc1-4e9a-8a10-54c170a485b7.2507057.rsem.genes.results	7ddc9b04aa9138a7a50318e61a242ef3	1512036	validated
b8222100-ee50-429e-aa9a-d087709b3077	b8222100-ee50-429e-aa9a-d087709b3077/unc.edu.b7e0eaf4-ff94-413e-8c1c-6b95c9167eb1.1977027.rsem.genes.results	b47ee439a003576aca4ea50f9ec6ddbc	1516500	validated
ba188284-218a-45ca-b984-bc26c27add7c	ba188284-218a-45ca-b984-bc26c27add7c/unc.edu.1d43f7a5-43ac-4861-b4a7-7bfce13ac2c5.1957963.rsem.genes.normalized_results	a6396850cd5e699823cec8a1b7aafb1a	434573	validated
bcf17fc8-8283-409a-b004-8dd9d9a04d4c	bcf17fc8-8283-409a-b004-8dd9d9a04d4c/unc.edu.72eed461-dcf0-4723-aa0f-88956341f6db.1977088.rsem.genes.normalized_results	9a2a2152a7dded0c005bb6013868ba6d	434362	validated
c1358063-1a66-4c49-9aa6-05f55de6be89	c1358063-1a66-4c49-9aa6-05f55de6be89/unc.edu.cb2d1ac9-521e-4d81-9032-ac13c3528da7.2029046.rsem.genes.results	27c4f6905a31d70172472b94b030ddb3	1507858	validated
c702af6f-6321-4d5a-ba0f-5a0bf0c1e3e0	c702af6f-6321-4d5a-ba0f-5a0bf0c1e3e0/UNCID_375133.TCGA-B3-4104-01A-02R-1351-07.110503_UNC15-SN850_0066_Ab0bh8abxx.3.trimmed.annotated.gene.quantification.txt	da42412a4c39f99cce388a1936279feb	998585	validated
c9845d5f-e07f-4b3c-859e-bca361d311f1	c9845d5f-e07f-4b3c-859e-bca361d311f1/unc.edu.5f66ae56-8f05-412a-8c47-0e7012849f64.2584318.rsem.genes.results	551b430af458f8419d878905456c163c	1501354	validated
cbb41fa2-d515-4ec5-8a40-e75df872cca1	cbb41fa2-d515-4ec5-8a40-e75df872cca1/unc.edu.9e197f2d-f9bc-4f6e-9f7d-03c69843e6ed.2585594.rsem.genes.results	e28d4755681bf1dd27f1adff99fcf3cd	1514343	validated
d12352b0-0581-4856-a2f0-c81741077a8b	d12352b0-0581-4856-a2f0-c81741077a8b/unc.edu.9e197f2d-f9bc-4f6e-9f7d-03c69843e6ed.2585624.rsem.genes.normalized_results	299b4d22eb78ca2c290c157e07f181d4	434938	validated
db1ce33b-178b-42f1-8416-044407d289a4	db1ce33b-178b-42f1-8416-044407d289a4/unc.edu.f3a29451-e125-4894-9d9a-c45d31e4d999.1252088.rsem.genes.results	41e341761f8b6ae7ceda0ce353a96c75	1516701	validated
de92ae31-026b-4b22-9588-35fd8568bca3	de92ae31-026b-4b22-9588-35fd8568bca3/unc.edu.9222dfe0-27c4-42cb-8e62-43e6e5a0ada8.2442439.rsem.genes.normalized_results	48baf6a48ec4827f818dddde397254b0	436031	validated
e54f656d-2fc7-445c-ba08-84ec8564f167	e54f656d-2fc7-445c-ba08-84ec8564f167/unc.edu.d4c11d19-2467-4cb5-a351-d409cb3deea4.1962872.rsem.genes.results	da410dbc54e1b51db595f953e9f10dd3	1503519	validated
e6a45347-2d78-409b-b47b-a02e49c348bd	e6a45347-2d78-409b-b47b-a02e49c348bd/unc.edu.3e6da150-f9d6-405c-b297-84a070fe804d.2100006.rsem.genes.results	5368f7ee0482849c3877a65cdac22288	1503732	validated
ee088822-8ae3-423c-9514-68732465e46c	ee088822-8ae3-423c-9514-68732465e46c/unc.edu.d02d5b10-3d8e-4ecb-a644-b8fb547e6cf4.1285410.rsem.genes.normalized_results	001763199379ff4543816bf6e513e17d	435806	validated
f29e9cf7-ce28-4a4e-833d-a8bc3b5f91c1	f29e9cf7-ce28-4a4e-833d-a8bc3b5f91c1/unc.edu.2f422234-9f11-47e7-9241-de464f2b3250.2605125.rsem.genes.results	fc8852e0c4704ae449adb3062e9dd74a	1479736	validated
f42fecce-00c6-40ee-84f2-a7b87c98a4fb	f42fecce-00c6-40ee-84f2-a7b87c98a4fb/unc.edu.acd42e07-44a9-4499-a965-d278207484f1.2505964.rsem.genes.normalized_results	44343ff3f218dba341cd46b2372e33bb	436651	validated
f69d1cd2-a39c-43d5-929b-b8f664054efc	f69d1cd2-a39c-43d5-929b-b8f664054efc/unc.edu.d10a636b-9077-4863-b993-4d5bddd549eb.2477396.rsem.genes.results	d8991b84d3b5859c50ae862d1213c84a	1503550	validated
fbe5e4ee-596e-4797-8a76-0495b42e1b8e	fbe5e4ee-596e-4797-8a76-0495b42e1b8e/unc.edu.978fdf4e-b050-4924-8aa2-170a2bff15fa.1329493.rsem.genes.normalized_results	0c02373746a7f8230d365275c81fb86e	435039	validated
feb141ac-8188-404d-a244-f59a7665a1b1	feb141ac-8188-404d-a244-f59a7665a1b1/unc.edu.edb1e3a1-d48c-42cb-a0fd-87e956373585.1216012.rsem.genes.results	7233a9145bdb4e7c45807605e633831a	1497734	validated
