Gene Symbol	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells
LYRM1	1.00	1.00	1.00	1.00	1.00	1.00	202.42	1.00	35.81	1.00
LYRM2	1.00	1.00	1.00	1.00	1.00	1.00	41.87	1.00	1.00	1.00
LYRM5	1.00	1.00	1.00	1.00	1.00	101.06	1.00	57.38	1.00	1.00
LYRM7	1.00	1.00	16.64	1.00	1.00	1.00	1.00	1.00	1.00	1.00
LYSMD3	1.00	1.00	1.00	1.00	1.00	62.52	19.61	1.00	1.00	1.00
LYST	1.00	61.54	1.00	1.00	54.93	31.98	1.00	1.00	1.00	1.00
LYZ	14.24	40.86	39.52	5899.28	87.57	42.54	21.26	10.53	11.30	1.00
LZTR1	1.00	1.00	1.00	56.48	1.00	1.00	1.00	1.00	1.00	21.36
MAB21L3	1.00	1.00	19.14	1.00	1.00	1.00	42.23	1.00	1.00	1.00
MAD2L1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	67.56
MAD2L1BP	1.00	1.00	1.00	1.00	1.00	64.88	1.00	1.00	26.11	68.69
MAFB	1.00	1.00	1.00	248.58	1.00	1.00	1.00	73.09	1.00	31.38
MAGEA4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	239.72
MAGEA6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	116.31
MAGED1	147.55	1.00	1.00	1.00	1.00	1.00	59.17	118.91	1.00	43.53
MAGEH1	88.92	1.00	1.00	1.00	1.00	1.00	1.00	88.41	1.00	1.00
MAGI2.AS3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44.67	1.00	1.00
MAL2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	72.24
MALL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	444.57	250.11
MALSU1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65.16	1.00	66.11
MAN2B1	81.97	1.00	1.00	361.41	50.97	147.35	1.00	53.82	1.00	110.33
MANBA	1.00	1.00	1.00	89.30	108.07	156.82	1.00	1.00	1.00	1.00
MANBAL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	99.03	80.74	119.07
MANEA	72.23	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MANF	190.07	1.00	1.00	1.00	1.00	1.00	1.00	1.00	165.11	30.45
MAOB	1.00	1.00	1.00	1.00	1.00	1042.45	1.00	1.00	52.43	1.00
MAP1B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	118.86	34.44	1.00
MAP1LC3A	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.35	172.08	1.00
MAP2K1	1.00	1.00	1.00	126.83	1.00	1.00	1.00	1.00	51.64	21.75
MAP2K2	78.28	1.00	1.00	36.22	1.00	1.00	1.00	1.00	1.00	1.00
MAP3K1	1.00	1.00	1.00	1.00	20.63	1.00	1.00	1.00	1.00	1.00
MAP3K11	1.00	1.00	1.00	62.81	61.19	1.00	1.00	1.00	138.56	1.00
MAP3K13	49.02	42.39	1.00	22.03	326.65	1.00	1.00	56.12	1.00	49.81
MAP3K14	1.00	1.00	1.00	23.89	101.50	1.00	1.00	1.00	1.00	1.00
MAP3K2	1.00	42.76	1.00	10.20	1.00	22.51	1.00	1.00	1.00	1.00
MAP3K9	56.07	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MAP4K1	1.00	241.25	229.61	60.26	1.00	1.00	1.00	1.00	1.00	1.00
MAP4K4	1.00	1.00	1.00	1.00	33.91	1.00	1.00	1.00	1.00	13.77
MAP7D3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	38.66	1.00	1.00
MAPK1	1.00	1.00	1.00	1.00	1.00	21.44	1.00	1.00	1.00	1.00
MAPK6	1.00	1.00	1.00	35.16	1.00	123.12	1.00	1.00	1.00	65.82
MAPK8	1.00	1.00	1.00	1.00	90.94	1.00	1.00	1.00	1.00	1.00
MAPKAPK3	1.00	1.00	1.00	123.74	1.00	71.69	140.35	1.00	1.00	30.00
MAPT	1.00	1.00	1.00	1.00	1.00	1.00	42.05	1.00	1.00	1.00
3-Mar	1.00	1.00	1.00	1.00	1.00	60.25	1.00	1.00	73.66	1.00
MARCKS	47.93	1.00	1.00	35.21	135.12	1.00	1.00	44.80	47.20	66.72
MARCKSL1	1.00	1.00	1.00	1.00	671.20	1.00	1.00	1.00	163.93	83.83
MASTL	1.00	1.00	82.68	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MAU2	69.56	1.00	1.00	1.00	1.00	1.00	44.70	1.00	1.00	1.00
MB	1.00	1.00	1.00	1.00	1.00	1.00	3667.51	1.00	1.00	1.00
MBD4	153.15	1.00	1.00	1.00	1.00	1.00	15.47	1.00	32.97	35.89
MBOAT2	1.00	1.00	1.00	1.00	92.78	1.00	1.00	1.00	1.00	49.15
MBOAT7	1.00	1.00	1.00	1.00	1.00	91.10	1.00	1.00	1.00	1.00
MCAM	1.00	1.00	1.00	1.00	1.00	1.00	1.00	577.95	544.69	1.00
MCAT	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	90.99	1.00
MCEE	112.55	1.00	1.00	1.00	1.00	1.00	88.37	1.00	1.00	34.39
MCM2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	93.01
MCM3	1.00	1.00	1.00	1.00	1.00	1.00	76.85	63.09	258.05	100.04
MCM4	1.00	1.00	1.00	65.21	1.00	1.00	1.00	1.00	1.00	81.50
MCM5	1.00	1.00	1.00	40.98	172.32	1.00	115.78	1.00	53.10	124.11
MCM7	86.79	1.00	1.00	1.00	23.85	168.55	291.76	63.70	1.00	177.33
MCOLN1	1.00	1.00	1.00	127.61	1.00	1.00	1.00	1.00	1.00	1.00
MCOLN2	1.00	1.00	1.00	1.00	45.98	1.00	1.00	1.00	1.00	1.00
MCPH1	1.00	1.00	1.00	1.00	179.97	31.15	1.00	1.00	1.00	1.00
MCTP1	1.00	1.00	1.00	70.76	1.00	54.90	1.00	1.00	236.76	1.00
MCTP2	1.00	1.00	1.00	1.00	1.00	64.10	1.00	1.00	1.00	1.00
MCTS1	1.00	1.00	1.00	1.00	31.18	1.00	1.00	1.00	8.33	1.00
MCU	1.00	1.00	1.00	1.00	1.00	1.00	123.86	1.00	36.78	29.63
ME1	1.00	1.00	1.00	45.89	1.00	1.00	1.00	1.00	1.00	1.00
ME2	1.00	1.00	1.00	36.79	1.00	1.00	1.00	1.00	1.00	1.00
ME3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	86.38	1.00
MEAF6	1.00	71.90	68.08	1.00	1.00	1.00	1.00	38.20	4.68	36.02
MECOM	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	94.83	1.00
MED13	1.00	1.00	1.00	24.58	1.00	39.73	1.00	1.00	1.00	1.00
MED18	1.00	1.00	28.65	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MED21	1.00	1.00	1.00	1.00	1.00	1.00	111.08	106.17	1.00	56.28
MED27	1.00	1.00	1.00	1.00	5.09	88.37	1.00	1.00	39.33	49.06
MED30	106.47	1.00	1.00	1.00	1.00	1.00	75.15	1.00	55.03	134.78
MED6	61.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.52	46.39
MEDAG	1.00	1.00	1.00	1.00	1.00	1.00	1.00	64.05	1.00	1.00
MEF2C	49.80	1.00	1.00	18.38	1.00	1.00	152.21	56.05	71.69	1.00
MEFV	1.00	13.94	15.69	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MEG3	1.00	1.00	1.00	1.00	1.00	32.21	1.00	308.73	1.00	1.00
MEI1	144.66	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MEIS1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	112.23	1.00	1.00
MEOX1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	97.37	1.00
MERTK	1.00	1.00	1.00	116.69	1.00	1.00	1.00	1.00	1.00	1.00
MEST	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.85
METRNL	1.00	1.00	1.00	175.85	1.00	1.00	1.00	1.00	1.00	1.00
METTL1	106.52	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	56.93
METTL10	1.00	1.00	1.00	1.00	137.80	46.70	1.00	1.00	1.00	1.00
METTL14	1.00	1.00	1.00	23.89	1.00	164.65	1.00	1.00	1.00	23.83
METTL15	1.00	1.00	1.00	1.00	11.67	1.00	1.00	1.00	1.00	1.00
METTL16	1.00	1.00	1.00	1.00	1.00	1.00	48.83	1.00	1.00	1.00
METTL23	1.00	1.00	1.00	37.86	1.00	1.00	97.59	73.70	1.00	75.20
METTL7A	47.81	1.00	1.00	1.00	1.00	1.00	1.00	45.02	1.00	1.00
METTL7B	1.00	1.00	1.00	1.00	1.00	1.00	167.95	1.00	1.00	1.00
MFAP2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	181.11	1.00	669.75
MFAP4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1241.61	1.00	1.00
MFGE8	1.00	1.00	1.00	1.00	1.00	1.00	20.26	415.18	52.97	39.02
MFN2	1.00	1.00	1.00	1.00	1.00	1.00	184.32	31.55	84.21	50.16
MFNG	72.90	187.89	242.60	88.75	1.00	145.95	1.00	1.00	103.96	1.00
MFSD1	1.00	1.00	1.00	504.04	16.76	140.50	27.12	119.92	54.92	101.04
MFSD10	1.00	176.09	1.00	26.23	1.00	1.00	75.50	95.93	106.71	93.38
MFSD2A	1.00	1.00	1.00	119.48	1.00	1.00	1.00	1.00	1.00	35.18
MFSD3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	55.48
MFSD5	1.00	1.00	1.00	141.96	168.61	1.00	1.00	1.00	87.74	65.59
MGAT2	141.91	1.00	1.00	1.00	1.00	1.00	1.00	1.00	112.20	27.18
MGAT4A	1.00	54.64	110.62	14.58	1.00	1.00	1.00	1.00	82.00	1.00
MGC27345	1.00	1.00	1.00	1.00	1.00	1.00	26.53	1.00	1.00	1.00
MGLL	1.00	1.00	1.00	1.00	174.06	1.00	74.01	63.34	323.38	28.87
MGMT	82.65	1.00	1.00	27.05	1.00	1.00	1.00	66.02	1.00	49.17
MGP	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1691.70	419.74	1.00
MGRN1	1.00	1.00	1.00	1.00	33.44	1.00	1.00	1.00	1.00	1.00
MGST2	1.00	1.00	1.00	91.43	1.00	1.00	1.00	1.00	625.75	90.00
MIA3	33.22	1.00	1.00	45.12	1.00	1.00	1.00	1.00	1.00	1.00
MIAT	84.76	72.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MICA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	88.20	1.00
MICAL1	1.00	1.00	92.42	72.48	82.45	1.00	1.00	64.34	1.00	1.00
MICAL3	1.00	1.00	1.00	1.00	1.00	1.00	74.58	1.00	1.00	1.00
MICU1	1.00	1.00	1.00	1.00	1.00	1.00	79.96	64.77	1.00	34.72
MID1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	121.73	1.00
MIF4GD	1.00	1.00	1.00	232.51	40.59	75.82	144.62	1.00	1.00	1.00
MIIP	1.00	1.00	1.00	1.00	48.64	118.37	1.00	1.00	99.87	31.84
MILR1	1.00	1.00	1.00	42.04	1.00	1.00	1.00	1.00	1.00	1.00
MINK1	1.00	1.00	1.00	1.00	48.93	1.00	1.00	1.00	38.36	1.00
MIR100HG	1.00	1.00	1.00	1.00	1.00	1.00	1.00	50.06	1.00	1.00
MIR205HG	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	334.13
MIR3690	1.00	1.00	1.00	54.70	1.00	1.00	1.00	1.00	1.00	1.00
MIR5047	1.00	1.00	1.00	1.00	19.90	72.61	1.00	1.00	1.00	1.00
MITF	1.00	1.00	1.00	30.74	1.00	86.76	17.30	1.00	1.00	1.00
MKL1	1.00	1.00	1.00	1.00	28.30	29.76	1.00	1.00	38.18	15.07
MKL2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	98.94	1.00
MKNK1	1.00	1.00	1.00	86.08	1.00	1.00	1.00	1.00	31.98	53.86
MKNK2	273.76	55.50	1.00	1.00	18.46	1.00	74.08	40.76	16.51	1.00
MKRN2	1.00	1.00	1.00	1.00	1.00	1.00	223.17	1.00	55.97	25.27
MLH1	1.00	1.00	1.00	42.56	1.00	1.00	148.87	1.00	1.00	1.00
MLIP	1.00	1.00	1.00	1.00	1.00	1.00	181.17	1.00	1.00	1.00
MLKL	123.71	1.00	1.00	1.00	1.00	39.71	1.00	1.00	145.94	1.00
MLLT11	1.00	1.00	1.00	1.00	1.00	1.00	115.65	1.00	1.00	1.00
MLPH	1.00	1.00	1.00	1.00	1.00	235.53	1.00	1.00	1.00	1.00
MLST8	1.00	1.00	1.00	154.92	125.71	1.00	1.00	1.00	85.82	56.57
MMD	1.00	1.00	1.00	1.00	217.38	1.00	1.00	1.00	1.00	1.00
MMGT1	44.62	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MMP1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	433.61
MMP11	1.00	1.00	1.00	1.00	1.00	1.00	107.35	1.00	1.00	1.00
MMP19	1.00	1.00	1.00	434.82	1.00	1.00	1.00	1.00	1.00	1.00
MMP2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	900.75	36.36	43.96
MMP28	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	109.87	65.97
MMP3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	449.54
MMRN1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	217.10	1.00
MMRN2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	269.17	1.00
MMS19	1.00	1.00	1.00	66.66	1.00	1.00	1.00	1.00	1.00	37.16
MNAT1	1.00	1.00	1.00	1.00	1.00	1.00	122.59	52.99	41.14	58.78
MNDA	1.00	1.00	1.00	282.21	847.93	1.00	1.00	1.00	1.00	1.00
MOAP1	1.00	1.00	1.00	1.00	52.86	60.20	1.00	1.00	59.31	1.00
MOB1B	1.00	1.00	1.00	1.00	88.40	1.00	1.00	1.00	1.00	1.00
MOB3C	1.00	1.00	1.00	1.00	1.00	64.78	28.94	1.00	1.00	37.38
MOB4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.13	1.00	26.46
MOCS1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	122.26	1.00	1.00
MORC2.AS1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	48.12
MORN2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.19
MPDU1	126.20	1.00	1.00	1.00	1.00	1.00	1.00	1.00	46.76	35.26
MPEG1	1.00	1.00	1.00	205.87	1.00	1.00	1.00	1.00	1.00	1.00
MPHOSPH10	104.98	1.00	1.00	1.00	1.00	1.00	102.48	1.00	26.35	37.81
MPHOSPH6	1.00	1.00	1.00	212.45	1.00	1.00	1.00	1.00	1.00	126.29
MPHOSPH9	1.00	1.00	1.00	48.12	1.00	1.00	1.00	1.00	1.00	1.00
MPLKIP	1.00	1.00	1.00	1.00	1.00	1.00	1.00	61.34	120.64	191.49
MPP1	1.00	1.00	1.00	202.31	243.62	281.61	1.00	1.00	1.00	1.00
MPPE1	1.00	1.00	93.18	1.00	4.53	1.00	1.00	30.66	47.35	24.28
MPST	43.17	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	55.98
MPZL2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	344.89	126.63
MRC1	1.00	1.00	1.00	263.93	1.00	1.00	1.00	1.00	1.00	1.00
MRGPRF	1.00	1.00	1.00	1.00	1.00	1.00	1.00	122.96	1.00	1.00
MROH1	1.00	1.00	1.00	92.21	1.00	1.00	1.00	1.00	1.00	44.36
MRPL1	1.00	1.00	160.54	1.00	1.00	1.00	1.00	1.00	57.76	57.12
MRPL10	1.00	263.50	1.00	1.00	112.92	1.00	1.00	1.00	1.00	47.12
MRPL11	1.00	1.00	1.00	80.04	1.00	1.00	1.00	1.00	1.00	70.18
MRPL12	1.00	1.00	1.00	1.00	1.00	1.00	48.71	1.00	48.53	90.85
MRPL13	1.00	1.00	1.00	1.00	1.00	1.00	1.00	105.64	130.00	274.05
MRPL15	1.00	1.00	1.00	23.35	1.00	1.00	347.69	1.00	59.87	182.25
MRPL16	1.00	1.00	1.00	30.47	140.08	1.00	7.41	80.54	43.18	105.10
MRPL17	73.75	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	27.96
MRPL21	1.00	1.00	1.00	108.49	1.00	1.00	433.18	107.86	227.76	567.81
MRPL23	1.00	1.00	1.00	116.50	1.00	1.00	1.00	1.00	53.01	29.55
MRPL35	1.00	1.00	1.00	1.00	46.95	1.00	1.00	1.00	1.00	35.85
MRPL40	279.97	1.00	1.00	159.24	1.00	1.00	291.36	98.58	1.00	113.30
MRPL46	1.00	1.00	1.00	1.00	78.40	1.00	1.00	1.00	1.00	84.81
MRPL47	1.00	1.00	1.00	53.35	54.97	1.00	243.53	89.25	37.83	99.39
MRPL49	1.00	1.00	1.00	1.00	1.00	1.00	1.00	93.43	1.00	78.05
MRPL50	143.80	195.16	1.00	1.00	1.00	196.17	1.00	1.00	118.44	103.98
MRPL54	97.17	1.00	1.00	1.00	1.00	1.00	70.22	1.00	72.50	1.00
MRPS14	1.00	1.00	1.00	1.00	61.88	1.00	1.00	1.00	74.18	27.82
MRPS17	1.00	1.00	1.00	1.00	1.00	1.00	101.30	1.00	1.00	85.82
MRPS23	1.00	1.00	1.00	1.00	173.15	1.00	43.84	1.00	1.00	93.58
MRPS25	39.64	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MRPS30	1.00	1.00	1.00	1.00	1.00	1.00	79.92	1.00	1.00	67.57
MRPS33	194.25	1.00	1.00	1.00	97.08	1.00	1.00	1.00	1.00	80.89
MRPS35	1.00	1.00	1.00	32.55	1.00	1.00	244.30	1.00	1.00	101.26
MRPS9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	104.89	76.34
MRRF	1.00	1.00	1.00	70.02	52.87	1.00	144.17	1.00	95.48	60.92
MRVI1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	56.61	1.00	1.00
MS4A2	1.00	1.00	1.00	1.00	1.00	748.40	1.00	1.00	1.00	1.00
MS4A4A	1.00	1.00	1.00	836.10	1.00	1.00	1.00	1.00	1.00	1.00
MS4A6A	1.00	1.00	1.00	1518.09	1.00	1.00	1.00	1.00	1.00	1.00
MS4A7	1.00	1.00	1.00	598.65	1.00	1.00	1.00	1.00	1.00	1.00
MSC	1.00	1.00	1.00	1.00	1.00	1.00	95.95	204.46	1.00	35.37
MSI2	51.33	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
MSL3	51.73	1.00	183.20	1.00	1.00	1.00	1.00	1.00	109.12	1.00
MSLN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	169.59
MSMO1	1.00	1.00	1.00	1.00	37.95	1.00	1.00	1.00	86.47	59.72
MSR1	1.00	1.00	1.00	381.52	1.00	1.00	1.00	1.00	1.00	1.00
MSRA	1.00	1.00	1.00	20.11	1.00	56.32	1.00	1.00	49.14	1.00
MSRB1	1.00	1.00	1.00	1.00	59.02	1.00	170.32	1.00	59.53	89.76
MSRB3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	153.46	45.81	1.00
MSTO1	59.72	1.00	1.00	1.00	1.00	1.00	1.00	1.00	33.41	23.72
MT1E	1.00	1.00	1.00	1.00	1.00	1.00	43.40	151.47	1.00	313.10
MT1M	1.00	1.00	1.00	1.00	1.00	1.00	1.00	230.37	1.00	51.74
MT1X	1.00	1.00	1.00	1.00	1.00	57.84	2382.43	1005.40	110.63	1072.84
MTA2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	139.07	1.00
MTERFD1	1.00	1.00	1.00	1.00	200.27	1.00	36.66	1.00	1.00	98.75
MTFP1	59.58	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65.98	70.37
MTHFD1	1.00	1.00	1.00	1.00	138.11	160.99	1.00	1.00	1.00	75.04
MTHFD2	246.73	1.00	1.00	1.00	988.06	90.21	1.00	218.01	1.00	70.66
MTM1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	58.72	1.00
MTMR14	1.00	152.52	1.00	212.64	20.47	85.41	1.00	1.00	91.41	1.00
MTMR4	1.00	1.00	1.00	73.27	1.00	1.00	1.00	1.00	1.00	1.00
MTO1	1.00	1.00	1.00	93.02	1.00	1.00	103.41	1.00	1.00	24.42
MTR	1.00	1.00	1.00	1.00	1.00	25.87	15.39	1.00	1.00	1.00
MTRR	1.00	1.00	1.00	120.95	62.49	1.00	1.00	1.00	24.46	31.31
MTSS1	1.00	1.00	1.00	1.00	152.36	1.00	29.98	1.00	42.82	42.48
MTUS1	1.00	1.00	1.00	1.00	1.00	1.00	28.97	65.99	468.57	1.00
MTX1	1.00	1.00	1.00	1.00	1.00	96.75	1.00	1.00	1.00	71.51
MUC1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.93
MUL1	1.00	1.00	1.00	1.00	1.00	1.00	14.04	1.00	162.20	67.30
MURC	1.00	1.00	1.00	1.00	1.00	1.00	458.53	1.00	1.00	1.00
MUS81	1.00	1.00	1.00	1.00	126.10	1.00	1.00	1.00	1.00	22.16
MUSK	1.00	1.00	1.00	1.00	1.00	1.00	106.94	1.00	1.00	1.00
MUSTN1	1.00	1.00	1.00	1.00	1.00	1.00	1530.10	621.58	1.00	1.00
MUT	1.00	1.00	1.00	1.00	1.00	1.00	35.50	1.00	1.00	31.29
MVD	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	241.21	1.00
MX1	216.20	200.83	335.35	112.88	117.74	1.00	1.00	208.07	1.00	345.77
MX2	58.70	1.00	206.02	50.18	1.00	1.00	1.00	1.00	1.00	41.89
MXD1	114.78	1.00	1.00	493.34	45.46	1.00	1.00	1.00	1.00	113.50
MXRA8	1.00	1.00	1.00	1.00	1.00	1.00	1.00	353.81	1.00	1.00
MYBPC1	1.00	1.00	1.00	1.00	1.00	1.00	1570.06	1.00	1.00	1.00
MYBPC2	1.00	1.00	1.00	1.00	1.00	1.00	281.13	1.00	1.00	1.00
MYBPH	1.00	1.00	1.00	1.00	1.00	1.00	1590.24	1.00	1.00	1.00
MYC	1.00	1.00	1.00	1.00	1.00	1.00	1.00	354.32	124.96	241.37
MYCBP2	1.00	1.00	1.00	1.00	42.81	1.00	1.00	1.00	1.00	1.00
MYCT1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	80.53	1.00
MYF6	1.00	1.00	1.00	1.00	1.00	1.00	961.50	1.00	1.00	1.00
MYH1	1.00	1.00	1.00	1.00	1.00	1.00	1167.18	1.00	1.00	1.00
MYH11	1.00	1.00	1.00	1.00	1.00	1.00	1.00	788.84	1.00	1.00
MYH3	1.00	1.00	1.00	1.00	1.00	1.00	77.34	1.00	1.00	1.00
MYL1	1.00	1.00	1.00	1.00	1.00	1.00	13965.64	1.00	1.00	1.00
MYL2	1.00	1.00	1.00	1.00	1.00	1.00	8378.59	1.00	1.00	1.00
MYL4	1.00	1.00	1.00	1.00	1.00	170.37	1.00	1.00	1.00	1.00
MYL9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	552.51	1.00	1.00
MYLIP	1.00	1.00	1.00	1.00	1.00	138.04	1.00	1.00	1.00	1.00
MYLK	1.00	1.00	1.00	1.00	1.00	1.00	1.00	314.22	56.31	1.00
MYLPF	1.00	1.00	1.00	1.00	1.00	1.00	4590.83	1.00	1.00	1.00
MYNN	1.00	1.00	1.00	1.00	1.00	1.00	79.79	1.00	1.00	21.68
MYO1B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	94.57	67.76
MYO1F	1.00	105.41	1.00	133.86	1.00	1.00	1.00	1.00	1.00	1.00
MYO1G	1.00	156.18	111.23	72.54	450.00	1.00	1.00	1.00	1.00	1.00
MYO5C	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.81	1.00
MYOCD	1.00	1.00	1.00	1.00	1.00	1.00	1.00	42.65	1.00	1.00
MYOG	1.00	1.00	1.00	1.00	1.00	1.00	1382.72	1.00	1.00	1.00
MYOM3	1.00	1.00	1.00	1.00	1.00	1.00	67.09	1.00	1.00	1.00
MYOT	1.00	1.00	1.00	1.00	1.00	1.00	415.72	1.00	1.00	1.00
MYOZ1	1.00	1.00	1.00	1.00	1.00	1.00	827.81	1.00	1.00	1.00
MYOZ2	1.00	1.00	1.00	1.00	1.00	1.00	320.40	1.00	1.00	1.00
MZB1	5543.49	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
N4BP2L1	1.00	1.00	1.00	21.01	275.49	1.00	1.00	1.00	1.00	1.00
NAA15	1.00	1.00	1.00	1.00	1.00	111.01	1.00	36.46	1.00	31.01
NAA25	1.00	1.00	1.00	1.00	37.28	1.00	1.00	1.00	45.00	27.19
NAAA	1.00	1.00	237.06	118.52	1.00	1.00	1.00	1.00	1.00	1.00
NAB1	1.00	92.19	1.00	1.00	1.00	66.91	1.00	1.00	1.00	1.00
NABP1	1.00	1.00	88.81	67.45	306.99	91.54	1.00	1.00	50.96	28.10
NAF1	1.00	1.00	1.00	1.00	9.77	35.70	1.00	1.00	1.00	1.00
NAGA	1.00	1.00	1.00	143.87	55.84	1.00	1.00	1.00	1.00	1.00
NAGPA	1.00	1.00	1.00	128.70	1.00	1.00	1.00	1.00	1.00	1.00
NAIP	1.00	1.00	1.00	41.90	1.00	1.00	16.23	1.00	1.00	1.00
NAPG	1.00	1.00	1.00	1.00	1.00	36.11	1.00	1.00	1.00	25.93
NAPSB	1.00	1.00	1.00	133.97	163.75	1.00	1.00	1.00	1.00	1.00
NARS2	1.00	1.00	1.00	1.00	1.00	1.00	68.18	1.00	1.00	24.22
NBEAL1	1.00	1.00	1.00	1.00	1.00	22.20	1.00	62.46	1.00	1.00
NBPF16	1.00	59.33	1.00	1.00	1.00	50.18	1.00	39.77	1.00	20.39
NBPF9	1.00	77.75	1.00	1.00	1.00	1.00	1.00	33.34	1.00	1.00
NCAM1	1.00	1.00	1.00	1.00	1.00	1.00	236.04	1.00	1.00	1.00
NCCRP1	1.00	1.00	1.00	1.00	194.13	1.00	1.00	1.00	1.00	1.00
NCF1	143.11	1.00	1.00	133.58	107.96	109.63	1.00	1.00	1.00	1.00
NCF1C	120.08	1.00	1.00	58.91	72.91	13.11	1.00	1.00	1.00	1.00
NCF2	1.00	1.00	1.00	263.30	1.00	1.00	1.00	1.00	1.00	1.00
NCF4	328.40	1.00	143.05	264.97	148.52	184.29	1.00	1.00	1.00	1.00
NCK1	1.00	1.00	1.00	146.14	52.60	1.00	1.00	1.00	65.09	68.96
NCK2	1.00	1.00	85.75	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NCKAP1L	1.00	1.00	1.00	40.98	26.20	1.00	1.00	1.00	1.00	1.00
NCLN	82.57	1.00	1.00	86.90	20.97	1.00	1.00	1.00	1.00	27.33
NCOA2	59.82	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NCOA3	166.50	1.00	75.07	1.00	1.00	1.00	1.00	1.00	30.41	26.67
NCOA7	1.00	1.00	1.00	1.00	99.71	1.00	1.00	64.97	122.72	64.61
NDE1	1.00	1.00	1.00	1.00	19.07	1.00	1.00	1.00	1.00	1.00
