gene	Maha-Pt2	Maha-Pt27	Maha-Pt28	Maha-Pt30	Maha-Pt31	Maha-Pt37	Maha-Pt42	Maha-Pt47	Maha-Pt57	Maha-Pt61	Maha-Pt71	Maha-Pt76	Maha-Pt85	Maha-Pt86	Maha-Pt87	Maha-Pt9	Maha-Pt90
OR10W1	0	0	0	0	0	0	0	0	0.097812	0	0	0.044062	0	0	0	0.041737	0
OR10X1	0	0	0	0	0	0.206163	0	0	0	0.103342	0	0	0	0	0	0	0
OR11A1	0.012681	0	0.059259	0.090309	0.013239	0.125595	0.026247	0.071799	0.010356	0.069219	0.024495	0.041991	0.081912	0.088644	0.063045	0.114879	0.135168
OR11H6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D2	0	0	0.265796	0	0	1.046005	0	0	0	0	0.027896	0	0	0	0.070502	0	0
OR13A1	0	0.159287	0	0	0.159044	0.267926	0.053234	0	0	0	0	0	0.027521	0.029213	0	0	0
OR13C5	0	0.133998	0	0	0	0.920852	0	0	0.132672	0	0	0	0	0	0	0	0
OR14C36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087875
OR1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1D5	0	0	0	0	0	0	0	0	0.027134	0	0	0	0	0	0	0	0.087875
OR1E1	0	0.304721	0	0.026897	0	1.057628	0	0	0.065738	0	0.132606	0	0	0	0	0.015854	0.301588
OR1E2	0	0.399216	0	0	0	1.937298	0.133086	0	0.376764	0	0.062457	0	0	0.145321	0	0	0.928599
OR1F2P	0.033489	0	0.038733	0	0	0	0	0.114213	0	0	0.032805	0	0	0	0	0	0
OR1G1	0	0	0.179272	0	0	0.040423	0	0	0.025271	0.236425	0.030259	0	0.133006	0	0	0	0
OR1J2	0	0.034215	0	0.272116	0	0.388984	0.034537	0.639873	0.10813	0	0.097283	0	0.106706	0.715841	0	0	0.30642200000000003
OR1J4	0	0	0.459639	0	0.034146	1.901697	0.241757	1.279745	0.081097	0.28903	0.12971	0.109636	1.387175	1.620061	0.325637	0.02308	1.794758
OR1L1	0	0	0	0	0	0.13112	0	0.038071	0	0	0	0	0	0	0	0	0
OR1L3	0	0	0	0	0	0.035498	0	0	0	0	0	0	0	0	0.167504	0	0.287608
OR1L8	0	0	0	0	0	0.162834	0.03002	0.098213	0.070693	0	0	0.031843	0.154963	0.067464	0.568864	0.06036	0.572421
OR1N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1N2	0	0	0	0	0	0.365915	0.162198	1.025668	0	0.407532	0.304404	0	0.267528	0.850651	0	0	0.511105
OR1Q1	0	0	0.228974	0.038732	0	0.602855	0.034406	0.299983	0.215451	0.071987	0.064607	0	0.354361	0.450443	0.121665	0	0.436128
OR2A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A4	0.091131	1.419612	0.031421	0	0.619122	1.023998	0.401839	1.057122	0.210794	0	0.509544	0	0.114105	0	3.91687	0.56871	0
OR2AE1	0	0.088605	0.232074	0.167965	0.147422	1.043774	0.059386	0.161914	0.279718	0.560842	0.055667	0.125998	0	0.357672	0.246231	0.17912	0.490805
OR2AG1	0	0	0	0	0	0.141541	0	0	0	0	0	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B2	0	0.05138	0	0	0	0	0.07721	0	0	0	0.024099	0	0	0	0.030588	0	0
OR2B6	0.132449	0.376363	0.651155	1.205086	0.034146	0.086441	2.037662	0	0.054065	0.180644	0.389131	0.073091	0.320117	0	0.447751	0.530847	1.181914
OR2C1	0	0	0	0	0	0	0.065248	0	0.119815	0	0.020343	0	0.045074	0.023956	0.051868	0	0
OR2C3	0	0	0	0	0	0	0	0.003592	0	0	0	0	0	0	0	0	0
OR2D2	0.191881	0.68066	0.986624	0.354922	0	0.501042	0.170891	0.248556	0.201308	0	1.814883	0.241811	0.500219	2.153981	1.047013	0.477413	0.072491
OR2D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035213	0	0
OR2F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0.025315	0	0	0	0	0	0	0	0	0	0	0
OR2K2	0.118486	0	0.068731	0.208827	0	0.34774	0	0	0	0.355404	0	0.032663	0.031788	0	0	0.288947	0
OR2L1P	0	1.169053	0	0	0	5.733433	0	0	0.190179	0.290483	2.281618	0.110189	0.250229	0.26504	0	0	0.748688
OR2L2	0	0.95834	1.635739	0.720828	0	2.178127	0	0	0	0	1.201543	0	0	0.266801	0	0	0
OR2M4	0	0	0	0	0	0	0	0	0	0	0.113342	0	0	0	0	0	0
OR2S2	0	0	0	0.137862	0	0.229542	0	1.16367	0.02393	0	0.11435	0	0	0	0	0.081731	0
OR2T10	0	0	0.339518	0	0	1.022265	0	0	0.071632	0	0.057046	0	0.062805	0	0	0	0
OR2T12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2T34	0.081257	0.033595	0.272741	0	0	1.012279	0	0	0.143137	0	0.063633	0	0	0	0	0	0
OR2T4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A1	0.032148	0.179813	0.111606	0	0	0.407246	0	0.036535	0.232583	0.175376	0.125844	0.893004	4.318166	0	0.237233	0	1.109813
OR3A2	0.015573	0.019003	0.083692	0.081299	0	1.817507	0.083801	0	0.562345	0.465215	0.359899	1.146765	7.639785	0.048434	0.257635	0.089654	0.104967
OR3A3	0	0.238711	0.508608	0	0	0	0	0	0	0	0	0	0	0	0.279755	0	0.230699
OR4A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0	0	0	0	0	0.423553	0	0	0	0	0	0
OR4D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4X2	0	0	0.278943	0	0	0	0	0.034082	0	0	0	0	0	0	0	0	0
OR51B2	0.265894	3.159417	0.230674	0.2341	0.651168	0.607337	0	0	0.027134	0.326383	0	0.073367	0	0.075632	0	0.069503	0.834815
OR51B4	0	2.31804	0	0.039305	0.069054	0.568185	0.034935	0.190355	0.02734	0.219241	0	0.036962	0.035972	0.380992	0.370438	0.046688	0.929612
OR51E1	0.028375	0	0	0	0	0.098483	0	0	0	0	0	0	0	0	0	0	0
OR51E2	0.049739	0.424603	0	0	0.053079	4.400396	0.016021	0.339175	0.037599	0.042118	0.448152	0.092238	0.072134	0.038683	0.222371	0.071229	0.167212
OR52B4	0	0.027962	0	0	0	0	0	0.091871	0.022048	0	0	0	0	0	0	0.018823	0
OR52E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52I2	0	0.310387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52K2	0	0.501999	0	0	1.154787	1.085568	0.119292	0.195143	0.187288	0.531983	0.475258	0.31636	0.143523	0.26124000000000003	0.705692	0.286929	0
OR52M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068214	0
OR52N1	0	0	3.801177	0	0	0	0	0	0	0	0	0	0.09775	0	0	0	0
OR52W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR56A1	0	0	0	0	0	0.123711	0.068781	0	0	0	0	0	0	1.390677	0.67999	0	0
OR56B4	0	0	0	0	0	0	0.054567	0	0	0	0	0	0	0	0	0	0
OR5AK4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5B21	0	0.173419	0.698946	0	0.173064	0.525792	0.140099	0.229008	0.438557	0.109898	0	0.037056	0.504889	0.152777	0.53641	0.491467	0
OR5D18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5P3	0.083405000000000007	0	0.443773	0	0.412788	0	0	0.018963	0	0	0	0	0	0.037957	0.538732	0	0
OR5T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6A2	0	0.201289	1.177945	0.101908	0.245707	0.507504	0.11169	0.16412	0.228495	0	1.018963	0.285037	0.161987	1.647786	0.798691	0.58129	0.028552
OR6B3	0	0	0	0	0	0	0	0	0	0	0	0.068461	0	0	0	0	0.164139
OR6K2	0	0	0	0	0	0	0	0	0	0	0.124453	0	0	0	0	0	0
OR6K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7A5	0	0.460429	2.152131	0.943029	0	0	0	0	0	0	0.058361	1.281931	0.03211	0.034041	0	0.041699	0.177554
OR7C1	0	0.605648	0	0	0.256316	0	0	0	0.167807	0	0.248512	0.122544	0	0	0.162853	0	0.519034
OR7D2	0.281908	0	0.213842	0	0.214239	0.282969	0	0.218284	0	0	0.062299	0	0	0	0.167187	0.168994	0.026293
OR7D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0	0	0	0	0.020535	0	0	0	0	0	0	0
OR7E91P	0	0	0	0	0	0.318799	0	0	0	0	0.122122	0	0.143366	0	0	0	0
OR7G1	0	0	0	0	0	0	0	0	0	0.072804	0	0	0	0	0	0	0
OR8B12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9A2	0	0.183642	0	0.174023	0.152764	0.540929	1.84806	0.34966	0.072514	0.969284	0.057762	0	0.349665	0.067404	0.145822	0.22703	0.430455
OR9A4	0	0.086583	0.161958	0.098493	0.345754	2.419115	0.028997	0.853974	0	0.152174	0	0.092305	0.149752	0	0	0.01944	0.036888
OR9Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAI1	4.636779	2.108688	0.598183	0.728173	2.893263	3.629826	9.781628	3.08048	2.080629	1.313127	5.661379	11.067797	2.703127	2.751014	1.505796	2.510773	2.912736
ORAI2	4.303071	8.039904	4.111481	14.463108	17.008028	14.458297	5.448459	31.376125	12.256433	13.056506	16.416285	16.674787	11.585123	5.707227	6.677571	12.541726	6.143457
ORAI3	0.595283	1.448604	0.064577	0.693183	0.909881	2.909206	1.477431	0.888652	0.663479	0.297504	0.416133	0.582322	0.965046	0.321189	1.209587	0.277052	1.506907
ORC1	0	1.543385	3.622531	0	4.192163	0	8.179551	6.896335	0	5.547568	2.397133	2.547077	0	0	3.497775	2.637389	2.822558
ORC2	45.514183	28.677155	48.435907	37.751621	34.766618	50.322684	32.235437	47.858704	23.786391	62.347969	35.544756	39.594703	52.026235	40.464192	44.901698	56.39053	42.3329
ORC3	5.516184	42.569963	16.498635	14.095342	19.618888	29.527264	35.223535	19.197354	7.685934	23.164057	17.037379	13.347175	9.816481	20.411148	11.650064	19.741233	24.669925
ORC4	55.371458	60.605689	77.589585	48.905901	45.210567	75.428697	60.853481	65.947605	45.060671	86.968631	68.873117	67.095254	63.507093	76.927978	46.980459	103.84426	92.508822
ORC5	2.263382	2.077649	4.698316	9.005212	4.970151	7.787099	1.965066	3.928813	1.130385	7.443328	3.383281	3.139531	4.400824	3.541005	4.721611	1.967256	3.163873
ORC6	16.734716	24.741643	37.545925	33.413711	33.341757	19.950493	63.848364	31.981132	17.557111	28.025291	38.59613	42.528177	13.783842	18.326222	17.804287	31.252313	26.307781
ORM1	386.910948	0.316002	136.634351	2.999299	3.341413	0	0	0.776844	1.036295	7.749548	6.594088	6.251573	45.706967	1.630783	4.352107	2.155785	0
ORMDL1	12.446432	8.525626	14.54858	11.44701	10.506054	18.623939	10.806953	12.165816	9.602416	20.149868	9.3142	12.376304	11.289435	12.524498	9.623099	13.171187	14.1883
ORMDL2	28.952976	23.366262	24.307425	25.543797	42.511514	15.591516	27.505066	23.672389	25.487349	32.123687	22.141577	44.963741	20.556772	18.504066	28.163057	30.46156	17.500267
ORMDL3	45.675326	33.209739	14.705833	29.550474	19.401261	22.762455	26.082096	55.612973	22.105215	51.190013	21.276664	17.298494	25.189938	28.48015	18.324179	38.824169	22.129876
OS9	192.438414	170.111204	250.621057	184.742951	312.506494	277.55285	310.263645	213.987384	163.832176	300.134215	194.552166	282.389699	314.926781	487.75488	233.318978	197.572175	196.640386
OSBP	34.247798	32.010692	36.658205	17.174818	20.636808	34.592513	15.047989	34.577847	23.552872	40.693424	24.263892	21.233525	20.868631	37.609796	25.143721	37.89718	34.074497
OSBP2	11.777895	2.485973	1.695875	1.371594	12.279166	3.161531	12.461886	1.129336	2.659507	2.680829	3.313409	1.084842	6.139269	3.301042	4.369632	1.26813	6.961488
OSBPL10	17.623084	25.134733	15.173238	19.069887	21.882028	27.427813	33.185218	44.120359	14.810842	34.275036	7.257492	46.811675	21.910682	23.498237	30.808605	24.251293	38.245033
OSBPL1A	39.355602	47.066584	49.954937	32.65237	45.644563	65.84756	98.787397	42.830235	24.706252	18.351812	18.761575	34.27789	55.208068	49.806145	39.497291	28.098391	61.437164
OSBPL2	72.236517	79.555207	54.701371	38.51137	47.389496	53.159611	63.277833	122.728281	58.241906	36.97469	68.521772	72.638211	72.789954	79.915221	71.220275	55.58544	84.086872
OSBPL3	19.178007	33.716996	24.90545	65.411182	32.562909	99.586536	7.288638	88.144161	37.520947	48.485931	33.261833	53.678778	71.372966	39.46279	58.076884	73.943505	33.96669
OSBPL5	9.258194	12.510004	9.993327	4.49338	8.646901	9.671656	4.850956	19.486224	6.95478	2.378038	14.468622	7.619428	11.852558	7.538224	14.697721	2.080627	23.997427
OSBPL6	0.693259	2.124795	2.214307	3.027279	8.130127	1.503337	2.244144	4.714352	0.808568	1.925688	3.304981	4.063132	2.599508	3.753601	8.234401	3.348308	5.758577
OSBPL7	12.68342	16.26693	5.031557	9.816164	9.780341	8.714849	0.936373	10.33081	9.159624	11.077544	7.103601	6.93734	10.139693	5.703609	14.1086	4.911174	17.263395
OSBPL8	31.107765	62.089356	115.159998	83.821778	99.461167	95.154028	111.046773	87.887715	51.366617	62.060863	63.515584	73.304802	82.506603	79.594234	94.190214	88.797883	98.944041
OSBPL9	130.252222	59.898934	97.043295	72.209518	85.606268	132.304717	87.402964	131.109399	60.387903	113.267913	60.155978	69.607254	84.904634	101.870677	98.323896	45.590655	88.035407
OSCAR	0.19356	0.879248	1.051134	0.937882	1.94953	0.45468	0.429735	1.109513	0.537545	0.516538	0.655423	0.439873	0.57322	1.126291	1.427146	0.145816	0.727032
OSCP1	10.52512	5.378887	8.37295	5.603055	3.162809	13.71216	15.114546	5.081498	4.885517	11.842542	3.169875	12.851752	7.264552	20.609958	9.179362	5.589159	9.743229
OSER1	11.60952	9.815099	6.201239	6.156962	4.535002	8.389764	9.175548	6.992135	3.583135	19.717415	6.759238	10.482988	4.400454	7.478245	6.677314	15.604944	9.662133
OSGEP	67.126376	35.405992	40.335094	30.922631	36.645813	37.377973	42.043528	31.600115	18.958473	54.967029	32.542387	47.165102	48.015037	45.742309	54.113428999999996	27.719025	50.649319
OSGEPL1	3.64077	5.769624	4.828991	8.160153	5.575469	9.378048	7.790641	5.851476	3.281905	15.452149	4.241801	5.3078	6.6033	7.795293	3.886269	5.92982	16.470594
OSGIN1	75.719162	0.928332	3.057137	2.849264	2.046735	7.949875	2.701362	1.356645	0.378124	5.119955	5.050441	7.049579	0.710835	1.876632	6.912252	1.822643	0.523651
OSGIN2	11.505171	13.16078	12.477654	19.29419	14.677426	17.195582	26.018228	27.868691	7.472233	40.596833	14.635014	10.898198	11.279812	15.579455	14.650015	29.40035	15.229352
OSM	0.491027	0.149335	0.035876	0.093264	0.660292	0.120997	0.087573	0.435029	0.050492	0.067547	0.481498	0.172105	0.199168	1.073464	1.994927	0.115074	0
OSMR	41.71266	79.625108	84.122631	55.237175	107.373002	103.063538	4.925711	51.790937	31.826879	154.929557	128.68785	187.272553	164.154923	117.399187	57.414643	319.944401	27.265587
OSR1	0	0	0.011297	0	0	0	0	0	0	0	0	0	0	0	0.026385	0.00664	0.01276
OSR2	0.077011	0.107021	0.096892	0.135998	0.574176	0.724413	33.178456	1.960919	0.743746	0.949983	0.778879	5.219641	1.656246	0.611715	1.076444	1.420212	5.328177
OSTC	27.549868	53.435569	59.423951	86.211113	90.742735	62.178178	64.922528	81.945702	30.244934	68.487821	75.948334	85.709153	45.826293	77.807412	33.33039	61.984117	42.146127
OSTCP1	0	0	0	0	0	0	0.026468	0	0	0	0	0	0	0	0	0	0
OSTF1	18.521556	20.644794	32.259827	25.322492	32.758789	34.40197	18.979057	29.810248	22.448208	49.986301	30.992534	25.417035	30.833523	19.491217	31.868902	34.428631	20.419738
OSTM1	16.803369	50.480738	64.376355	117.485622	72.276523	110.54397	79.67781	68.600925	50.323385	105.397867	62.303022	77.532453	48.409449	97.331249	70.155237	73.732488	97.710153
OTC	0	0	0	0	0.118234	0	0	0	0	0.059624	0	0	0.234338	0	0.140945	0	0
OTOA	0.035575	0.138316	0.039461	0.187187	0.065732	0.673962	0.276099	0.10088	0.220818	0.030849	0.365646	0.042516	0.259156	0.124845	3.677487	0.099766	1.354717
OTOF	0.007001	0.183207	0.09824	0.083784	0.036646	0.248924	1.274894	0.071219	0.174408	0.038171	0.787106	0.357636	0.143153	0.136724	0.128693	0.344819	0.200666
OTOL1	0	0	0	0	0	0	0	0	0	0.156679	0	0	0	0	0	0	0
OTOP1	0	0	0	0	0	0.040389	0	0	0	0	0	25.485418	0	0	0	0	0
OTOP2	0	0	0	0	0	0	0.503141	0	0	0.014864	0	0.045084	0.190527	0	0	0.075889	0
OTOR	0	0	0	0	0	0	0.041165	0.066495	0	0	0.019246	0	0	0	0	0	0.158049
OTOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUB1	22.390743	16.266344	16.117446	14.626695	18.401202	13.802785	21.219968	25.118211	16.347688	19.482173	23.480692	15.322746	15.796654	22.145545	15.89612	22.635163	22.114226
OTUB2	0.731745	0	0	0	0	0.669158	0	0	0	0	0.083254	0	0	0	0	0.107091	0
OTUD1	1.04377	1.101453	1.374754	0.713988	1.190144	2.284402	2.587081	1.287525	1.339224	2.069575	1.242552	1.454282	3.154603	2.156119	2.18321	2.83908	2.591075
OTUD3	4.757501	5.804122	4.308129	3.707488	2.149406	6.128554	16.242515	4.95148	2.163786	5.861121	4.690664	2.191989	9.139737	8.594352	5.336616	8.223202	6.211181
OTUD4	75.848105	64.895412	87.575245	91.093773	64.303223	80.839186	59.628428	75.005912	34.444683	99.258956	57.069779	70.586084	40.026953	65.003462	56.757262	100.867378	61.272519
OTUD5	48.34272	41.226496	27.42742	24.367624	25.538385	38.180211	27.269634	22.895776	28.283146	35.023316	37.599551	18.603458	30.565601	28.747543	29.534743	35.311853	40.150991
OTUD6A	0	0	0	0.051067	0	0.023458	0.031975	0	0.015823	0	0	0.019711	0	0	0.077962	0.014533	0.028858
OTUD6B	38.107104	15.228752	11.90638	24.661094	15.851981	31.05001	32.056347	35.487709	10.035784	55.607621	17.420727	23.527784	17.309047	18.454337	14.100922	24.261212	20.44721
OTUD7A	1.869628	0.631437	0.122199	0.408607	0.360534	0.529426	1.024494	0.313962	0.169948	0.121595	0.361234	0.376837	0.383183	0.338453	1.003464	0.592824	0.579171
OTUD7B	26.627431	13.090993	10.492646	13.235147	5.509895	11.251902	23.105815	13.593346	8.426446	11.951919	13.195655	15.072145	13.6471	16.931561	12.638382	43.752534	21.851505
OTULIN	22.392924	57.907243	17.096018	14.381015	17.984285	33.400762	19.192814	23.1731	12.413596	43.801372	17.979459	24.779144	15.02835	18.827159	21.040865	17.503018	23.350967
OTX1	1.049833	0.231119	0.497515	0.304069	0.4973	0.111973	7.790117	0.966511	0.639567	0.543632	1.143848	3.540199	1.478001	0.546981	1.443826	2.347126	0.457839
OTX2	0	0	0	0	0	0	0.126937	0.087003	2.348269	0	0	0	0	0	0	0	0
OVGP1	1.68864	1.693026	2.163331	0.931349	0.907505	3.015065	1.089946	1.752034	1.553769	3.106457	0.547403	1.2549	4.155588	1.878659	3.492264	1.509414	2.63359
OVOL1	0	0.708735	0.454295	0.442342	0.016898	0.042605	3.748486	1.622705	0.417626	0.522346	0	0.30725	0.274897	0.260154	1.068929	0.860384	0.691388
OVOL2	11.057422	0.433763	0.843646	0.384164	0.395222	0.0408	1.077412	0.997641	0.884036	2.132499	0.195429	3.091812	2.624071	1.142653	0.566366	2.237727	4.245686
OXA1L	26.738536	39.231332	47.882385	38.983038	50.662214	45.548759	39.850569	42.973859	28.711347	37.418889	63.95845	68.982791	43.107175	52.508503	44.130123	35.807022	55.773648
OXCT1	7.975431	62.477335	38.034091	24.222392	41.704945	25.406517	76.184181	31.600089	7.392098	3.851948	31.564457	53.220652	22.006423	48.226632	13.763957	52.748126	15.656009
OXCT2	0.564535	0.098073	0.331933	0.032053	0.079333	0.204863	2.250385	0.317321	1.052733	0.598995	0.462089	1.239929	0.927558	0.608916	1.365569	1.144496	0.118926
OXER1	0.161698	1.296849	0.490059	0.422567	1.901383	10.266633	0.23432	1.921514	0.804756	0.423238	0.906767	0.873644	1.512262	3.552673	4.448912	0.58533	3.200466
OXGR1	0	0	0	0.350254	0	0.178988	0.118287	0	0	0	0.044279	0.025145	0	0	0.11266	0	0
OXNAD1	8.17958	7.260274	15.005944	7.299959	14.356394	14.593311	7.769865	11.724721	8.29172	9.610771	8.995213	11.639029	10.386212	7.776706	8.364372	7.775078	11.591995
OXR1	57.449984	28.842833	39.178187	66.423535	48.031487	210.449403	90.941692	80.783057	31.865163	93.817085	45.889177	49.427684	71.712545	57.450534	48.363484	68.358149	69.348007
OXSM	1.776135	0	4.11788	1.444976	1.629179	2.851834	2.709135	3.069442	0.869893	1.155155	2.058274	2.373242	0.924916	1.825068	1.281799	1.660112	1.845907
OXSR1	34.889714	16.650938	21.987552	23.474241	31.085842	22.124757	25.224736	36.582962	12.345419	17.321927	19.273465	26.664169	22.856215	15.370662	17.732759	23.528317	20.566476
OXT	0	0	0.1626	0	0	0.092015	0	0	0	0	0	0.394701	0.229515	0.1602	0.172092	0.149698	0.093232
OXTR	0	0.059131	0	0	0.039408	0.024782	0.155252	0.092135	0.040923	0.006838	0.012051	0.200501	0.006749	0.136916	0.039059	0.030535	0.050182
P2RX1	0.206568	0.632993	1.780661	0.663708	0.420225	1.610264	0.347178	0.641081	1.86249	0.643897	1.409946	0.178523	1.835634	0.339091	3.217788	0.674745	2.213656
P2RX2	0	0	0	0.031314	0.254054	0.02016	3.986076	0	0	0	0.144896	0	0.058668	0	0.753721	0.106937	0
P2RX3	0.094407	0.068585	0.044428	0	0.03794	0.255527	0.041502	0.044468	0.138067	0.042542	0.055097	0.134712	0	0.044097	0.134788	0	0.061803
P2RX4	19.129612	28.960097	20.346976	26.201109	25.986017	25.438646	50.963498	34.795457999999996	28.841807	35.238243	21.19626	24.674791	43.979704	39.052155	23.347882	35.016495	45.415497
P2RX5	8.049436	14.10562	17.217288	6.049483	7.428416	4.524125	2.859222	17.922773	16.104253	3.539232	8.258702	1.809463	8.308537	1.776472	4.183837	3.196746	1.438956
P2RX6	0.39579	0.564839	0	0.036107	2.366879	1.53788	0.364379	0.083574	0.206657	0.170255	0.090832	0.028364	0.179674	0.191617	0.62253	0.05077	0.285334
P2RX7	2.431995	16.060852	8.473302	5.764356	25.179572	31.009388	5.510721	13.867513	2.690717	16.264169	7.418841	4.765011	7.333651	4.679098	19.192985	4.6176	18.356545
P2RY10	1.109667	3.280002	11.501687	5.003484	12.955016	6.694275	1.40085	4.480701	8.777611	1.648922	10.189532	0.435841	7.130489	4.982973	6.824113	2.312472	2.93947
P2RY11	0	0	0	0.154635	0.558149	0	0	0.219806	0	0	0.138803	0.076473	0.100219	0	0	0	0
P2RY12	0.35622	7.370416	4.844337	1.027031	4.246562	7.782003	0.135065	1.238048	0.507639	3.364673	2.537745	0.432304	1.498178	0.744365	0.716834	0.794954	2.66043
P2RY14	0.161797	1.496075	3.281619	1.546157	3.162826	7.04987	0.234464	1.043747	1.407694	0.370559	4.019728	0.76151	1.617542	1.649186	5.748327	2.218858	1.139112
P2RY2	2.305645	0.337597	0.220244	1.770868	0.323282	0.194788	0.306761	1.10431	0.46569	2.549069	0.929166	1.640563	1.130948	0.679671	0.535489	0.187689	2.875222
P2RY4	0.328389	0.493451	0.276256	0.5625	0.83418	0.812999	0.13228	0.888082	0.163737	0.298458	3.77965	0.100582	0.882298	0.187724	0.564653	0.711306	0.77485
P2RY6	10.196271	26.7635	4.701442	18.149543	6.375829	6.773629	1.052846	14.148807	3.330359	18.11995	26.138692	14.933997	8.798274	7.090777	5.582935	40.461375	3.195214
P4HA1	36.71885	153.161545	70.851987	67.948214	63.924811	79.02778	123.91857	37.999968	36.652543	88.036989	80.807401	69.735949	32.301988	57.083885	39.445845	60.628751	33.304737
P4HA2	29.524057	24.035503	18.674359	59.554881	50.365564	39.276757	31.822836	31.697161	22.794061	104.168353	78.697331	25.03626	28.133892	26.482842	20.534678	31.998013	24.558076
P4HB	1374.282092	1589.263048	1247.593248	1409.467289	1095.716709	1345.461502	1736.653619	1375.97408	740.157376	2140.283243	2261.856574	1408.745387	1018.513008	2319.274308	1182.102855	2488.026118	588.43157
