gene	Maha-Pt2	Maha-Pt27	Maha-Pt28	Maha-Pt30	Maha-Pt31	Maha-Pt37	Maha-Pt42	Maha-Pt47	Maha-Pt57	Maha-Pt61	Maha-Pt71	Maha-Pt76	Maha-Pt85	Maha-Pt86	Maha-Pt87	Maha-Pt9	Maha-Pt90
NTN3	0	0.029966	0	0	0	0	0.654038	0	0	0	0.027755	0.015844	0.123604	0	0.035651	0.140025	0.095511
NTN4	3.653854	14.203721	15.573972	10.165118	8.503969	19.349079	73.746607	20.498473	5.28633	2.877458	6.548916	97.28008	28.854507	23.690935	20.496819	8.572676	242.399596
NTN5	0.053412	0.745655	0.028801	0.070856	0.148364	1.016661	0.028105	0.452449	0.038646	0.129571	0.085108	0.063992	2.869755	0.218628	0.996386	0.15518	1.32514
NTNG1	0.16304	0.127045	0.557629	0.648403	0.038739	1.417975	4.463414	0.065119	0.033257	0.032176	0.62375	0.127512	0.392295	0.430062	4.211495	1.187386	0.075913
NTNG2	0	0.075444	0.040295	0.131971	0	0.155344	0.132458	0.226393	0.120414	0.143937	0.25435	0	0.047949	0	0.301421	0	0
NTPCR	78.123397	12.967941	23.82762	19.42061	20.530522	43.353419	22.300725	7.192762	22.2355	29.98453	38.545687	45.502945	14.565738	18.804785	40.237302	19.189521	45.373034
NTRK1	0.115673	0.649158	0.384014	0.215518	1.348479	0.851097	0.296837	1.887989	1.110868	0.139562	1.009886	0.463661	0.507031	0.974183	1.586966	0.425772	2.916844
NTRK2	0.398808	6.120886	1.257661	0.898312	0.184397	4.826219	0.130046	3.908478	0.023238	0.005328	0.787962	0.904213	0.845124	36.59728	1.710461	0.376022	3.227903
NTRK3	0.192239	6.777623	0.859412	0.501226	0.642207	18.45227	0.221317	3.225558	3.282343	0.034591	0.771399	0.259913	3.40786	2.676429	7.800532	0.580135	79.954004
NTS	0	0	1.507475	0	0.041286	0	0.174455	0.030813	0	0.029653	0	0	0	0	0.492303	0	0
NTSR1	0	0	0.114961	0	0	0	0	0	0	0	0	0	0	0.117599	0.134346	0.006562	0
NUAK1	3.335965	9.946336	11.424017	39.564054	13.896316	21.253418	19.774955	41.353613	22.530458	2.066095	9.429938	10.783198	33.689934	15.798111	26.957302	4.489001	31.53658
NUAK2	4.937328	0.617485	0.664348	1.03888	0.157243	2.541783	0.941118	1.267088	2.648152	2.892936	2.628607	4.580757	2.218441	1.834526	1.737579	0.440107	1.649633
NUB1	53.001745	91.841339	95.913821	128.060921	163.464091	128.539595	52.974461	204.958181	87.599613	272.448315	99.375243	78.606826	128.301335	84.102734	79.097512	87.736418	104.836854
NUBP1	0.956859	7.918323	6.06885	8.059841	6.389304	2.724249	4.378859	1.250848	3.001714	0.164978	4.048477	2.792987	5.631188	13.126693	4.835233	0.479717	8.858936
NUBP2	5.621184	2.841903	2.426847	2.951855	3.147769	2.923082	5.723283	4.072196	4.424638	1.988686	3.659612	3.407248	5.087877	1.874369	3.54395	3.895028	6.036684
NUBPL	25.408526	17.616905	25.650977	32.800851	31.444121	30.722366	36.421723	21.769185	10.899501	44.810467	21.941141	25.799454	32.869595	39.809232	24.593961	37.853415	40.294677
NUCB1	177.057683	150.746307	161.908898	92.046873	183.901871	179.907361	185.460944	216.765863	92.923133000000007	76.498754	129.817448	290.936399	225.659984	183.116045	121.418626	106.639547	125.353874
NUCB2	41.325349	57.197773	108.405799	42.771155	59.583385	70.80614	111.399695	47.009327	34.741182	73.844959	50.271499	114.70964	68.333804	188.45095800000001	49.001727	108.792916	95.068277
NUCKS1	87.380748	160.455407	279.775444	329.462001	202.428958	137.197763	374.526789	114.109927	56.103196	201.297541	173.329582	200.393179	177.345154	208.259857	117.301249	86.692044	220.207096
NUDC	13.461869	5.7839	13.418907	0.456123	3.339297	2.989613	11.132969	5.500325	3.16617	10.254505	5.234919	7.767614	13.27863	13.227722	3.737084	4.094634	5.774841
NUDCD1	8.942889	13.05787	7.837675	32.30453	20.106715	10.847032	25.252174	36.376019	8.904338	19.786482	14.513097	12.061964	10.067415	14.971744	7.876154	9.655674	9.875593
NUDCD2	4.326774	8.084976	11.809989	14.066208	6.627316	7.518122	9.149066	4.268828	3.486057	11.943394	4.751564	4.46905	3.793764	6.702228	6.179655	3.875688	4.022146
NUDCD3	56.627186	32.144873	20.794271	50.190975	21.844399	54.310931	58.625414	75.950716	25.188893	44.572925	35.366043	36.484361	43.337778	33.73606	37.619407	32.174741	54.697299
NUDT1	1.471227	10.19663	5.674187	7.102044	7.337108	3.437091	30.728013	6.228299	3.615813	2.883495	8.822551	3.989452	5.093253	2.78499	2.405324	4.258421	5.891909
NUDT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT12	6.667849	3.615364	5.933651	5.029372	6.543142	7.982343	3.091865	0.709149	2.252695	12.813662	3.47081	1.890184	4.00683	4.794394	8.139006	7.307323	15.932644
NUDT13	5.779321	1.562341	2.936495	3.365728	1.153798	6.180508	3.148105	3.412377	1.6307	4.619177	0.603368	3.748444	1.071626	1.406961	1.332334	0.939116	2.666223
NUDT16	6.453131	16.373215	10.896619	6.407559	20.552019	5.327522	4.43694	3.060901	4.16866	7.343065	7.844018	16.674039	7.72837	7.279625	4.351014	5.962747	6.482855
NUDT16L1	8.756988	4.776839	1.908257	2.734472	2.064164	3.845378	2.70954	3.436375	2.922839	2.687176	4.153691	2.60145	4.089448	2.548019	1.286301	3.411586	7.337377
NUDT16P1	0.012823	0.080299	0.089712	0.122191	0.080241	0.050537	0.013258	0.029012	0	0.069923	0.074235	0.028278	0.055163	0.02939	0.127363	0.053548	0.085288
NUDT17	6.074645	1.872168	0.437429	0	1.080307	4.895522	2.227514	1.869907	1.175081	0.87263	1.285293	5.893687	0.654765	0.599441	0.920037	1.637864	1.984899
NUDT18	0.069572	0	0	0	0	0	0	0	0	0.179308	0	0	0.235464	0.225741	0.283598	0.06782	0.561917
NUDT2	2.234473	2.10887	1.611333	3.67379	6.264741	4.294889	5.986961	4.353898	1.632988	2.158449	2.941116	3.309969	3.005138	1.629263	4.21182	0.665332	7.487086
NUDT21	57.242476	145.723857	84.02993	92.966785	89.046153	86.668048	121.809702	108.271096	46.070247	109.046488	85.279402	111.868401	47.392135	89.374496	55.524737	123.98598	75.482028
NUDT22	11.514379	9.286819	7.807634	3.296122	8.167267	8.269528	5.186315	16.547442	7.96295	7.52608	5.271846	4.587809	6.757317	6.059551	9.602965	3.815652	10.341226
NUDT4	2.065137	22.151167	17.550395	30.323863	44.803101	35.598333	24.907888	19.300026	22.579269	45.510721	24.329746	44.502538	26.034712	36.597352	33.471397	32.735216	34.72715
NUDT5	129.6011	54.398393	90.311869	88.172325	60.997532	59.16752	130.955639	61.223296	39.904158	119.183602	63.97876	284.926689	64.621003	86.037972	50.238104	73.982334	44.174312
NUDT6	2.709637	1.945258	3.097963	2.323512	1.973474	6.198968	1.619138	2.303556	0.64275	0.601793	1.189223	2.770085	1.428139	2.744224	2.55089	2.016578	2.97398
NUDT9	23.760208	21.26933	45.41701	50.36827	19.643228	30.294924	31.584886	25.579742	15.959789	44.876282	17.845009	34.738857	26.202652	39.409095	33.479294	38.017553	26.752853000000002
NUF2	1.283491	8.683904	14.634127	32.920453	12.358471	2.742281	34.009729	9.082769	8.776428	9.49646	20.053179	20.980974	4.107219	5.862734	2.045385	13.692061	5.14897
NUFIP2	55.267175	56.256573	42.705816	62.817	27.084839	51.835347	35.952357	48.023677	28.271259	75.045858	61.353017	36.52719	37.039849	44.929918	40.309773	80.964898	45.842419
NUMA1	187.164465	152.407799	136.284486	228.327972	93.306821	199.543134	107.642595	235.726358	103.844148	200.819173	112.7397	193.87117	150.348031	178.586728	177.10858	193.760651	387.004414
NUMB	176.31905	89.252764	130.383991	121.395212	99.705964	134.796002	127.542952	120.809189	95.186467	155.498825	104.417972	146.275324	127.569738	103.229831	119.576843	138.054718	99.510666
NUMBL	28.715319	9.394151	7.885712	8.405028	15.537294	9.119259	22.136941	23.59478	5.182965	2.47804	12.066574	14.516744	14.05495	5.945933	13.660256	17.551412	12.141755
NUP107	30.628563	73.861811	42.08624	74.618499	89.463779	57.197143	120.364868	72.414194	50.137036	54.680604	56.291471	80.858868	47.086043	45.403309	36.315668	87.423447	65.236921
NUP133	2.842537	1.315768	2.559209	0.975341	0.504418	2.427657	2.06853	0.891029	1.039174	5.796385	1.375223	1.856773	1.166741	0.229624	0.364522	0.243528	1.985912
NUP153	46.229994	50.256144	49.768469	64.656354	32.080138	53.794389	138.019921	68.966565	29.552721	51.678851	54.974732	57.844729	26.022091	49.958555	29.423742	78.707118	54.250043
NUP155	34.79256	103.234952	51.520221	84.758441	55.247328	45.299188	320.631759	52.279072	29.49543	114.806028	107.978135	94.546519	44.268267	54.846167	29.121637	131.76431	51.826996
NUP160	49.028266	38.906862	29.669163	51.51124	20.103614	38.207099	57.8036	46.652523	25.508985	42.159772	35.854386	29.337802	25.402366	37.775926	22.648217	68.219477	47.562313
NUP188	31.868468	46.150973	40.09501	46.298439	43.639437	34.991831	74.423689	58.877717	20.803015	41.59948	33.182394	64.425004	31.327195	28.756315	37.904193	58.363629	34.815656
NUP205	12.230851	6.281373	25.183593	70.060493	47.466381	18.190107	29.5512	24.453908	15.36574	25.749121	16.540429	18.480378	16.692562	14.494373	15.07874	26.395426	16.973564
NUP210	1.680281	1.244104	3.278898	1.800565	0.933235	1.956017	2.582827	3.701243	2.513971	1.485042	1.824836	1.281847	2.741163	1.00179	3.588631	3.231507	6.347659
NUP210L	0.405928	4.028102	0.340149	0.294371	0.084059	0.297244	1.185164	0.271837	0.396559	18.344497	0.115651	1.295133	14.382742	0.985466	0.443561	14.642717	0.361138
NUP214	108.388848	53.382568	49.262253	57.917941	73.960323	102.743547	93.521619	78.719725	59.518279	123.89866	75.986474	64.540792	73.69871	49.762088	57.483855	82.41511	132.880033
NUP35	11.480979	9.767228	15.042703	13.705186	10.626236	7.198635	11.965969	18.423807	9.892057	8.243484	13.708337	15.164356	16.583257	19.930368	12.980333	23.436615	13.110504
NUP37	13.861108	24.807893	19.519566	38.320603	26.737667	12.718485	59.868901	17.721587	11.754156	23.833519	21.122163	31.234677	9.934122	18.251135	11.460951	27.467225	13.811852
NUP50	84.341178	85.016964	68.627511	86.707746	95.384322	80.040885	118.840848	124.996005	48.941912	64.727731	76.439837	101.901181	63.700426	70.473817	60.554106	73.574141	92.727289
NUP54	39.757231	52.085695	74.658686	88.906096	59.982506	65.609113	72.198432	85.409285	23.198935	76.537516	45.199375	44.517283	38.515393	69.069993	35.830462	92.26105	62.852507
NUP62	194.558445	259.821421	115.16177	131.829954	136.443037	155.186174	463.886586	320.053675	115.138747	93.760269	208.583183	224.79933	110.94623	87.502486	85.184621	323.522874	143.658555
NUP62CL	5.271482	21.149917	16.372543	10.17641	6.953694	12.109645	1.807076	5.89675	4.852648	17.256916	4.741652	5.860292	13.692998	13.307086	6.305088	11.935166	3.81204
NUP85	42.912506	101.539878	46.921696	63.388793	67.18227	52.840059	91.565503	45.871771	34.306104	80.783	48.065521	49.242677	64.354471	44.896903	37.448139	83.316225	72.917564
NUP88	165.159918	67.766334	65.166057	52.037718	31.931268	76.372591	72.900404	66.460558	42.991684	70.031072	66.257081	73.158457	77.843064	95.140573	57.815379	79.2588	78.036673
NUP93	37.299691	28.718428	29.361222	28.889017	44.159696	40.452866	44.905131	60.80825	17.972878	52.237527	38.893126	41.867193	35.884532	50.806482	37.668816	44.550559	40.086105
NUP98	170.833605	107.673695	79.397648	102.936169	66.581809	96.7706	111.560888	89.396545	55.153488	41.709413	83.335321	81.334424	54.525175	74.999044	64.740948	132.954902	100.614343
NUPR1	1.397959	14.444652	4.274805	1.686765	3.513257	8.154858	2.962014	7.108045	6.101513	4.690686	2.914483	10.036746	10.663219	8.325056	9.645015	2.465707	15.466017
NUSAP1	16.024932	63.110899	39.651984	66.102079	41.434037	27.302405	219.897093	37.04902	20.037825	42.949464999999996	88.169789	69.930241	16.360322	24.751072	11.412435	53.576645	37.030411
NUTF2	30.970342	48.067965	45.936252	61.280029999999996	73.149853	33.597646	79.064242	51.46421	17.468046	58.148053	37.228799	49.884724	29.88536	45.601413	35.644087	45.447605	28.290276
NUTM2F	0	0	0	0	0	0.069223	0.057643	0	0.009116	0.049225	0	0	0.072248	0	0.013887	0.267541	0
NVL	62.461727	33.55726	27.393538	50.805526	26.519459	42.100203	61.811513	30.3491	21.211952	104.834669	64.07263	83.429044	28.603858	40.856076	31.364578	60.801217	83.672854
NXF1	100.436492	44.705734	59.116996	34.63758	26.185781	86.280644	43.707268	86.359744	42.658889	78.844062	41.438335	51.280198	59.105134	54.381018	46.901275	52.546064	130.45199
NXF2	0.045829	0	0.105477	0	0.093846	0.059568	3.189937	0.083599	0	0	0	5.415391	0	0.030461	1.629904	0.079088	0
NXF3	0	1.889824	1.644541	0.014792	0.443856	1.079905	0	0.135745	0.220376	0.013538	2.415775	0.386775	0.832113	14.329546	2.155971	0.050449	1.194431
NXF4	0	0	0	0	0	0	0	0	0	0	0.007328	0	0	0	0	0	0
NXF5	0	0	0.102318	0	0.032343	3.469218	0.241532	0	0	0.395863	0	0	0.354306	0.1757	0	0.339449	0.649048
NXN	6.231757	0.879876	4.913272	2.877712	3.037058	2.480153	5.344413	20.924036	4.04213	5.213004	5.964276	10.187587	9.848445	8.0246	8.641105	7.139254	6.749501
NXNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022965	0.233297
NXNL2	0.402074	0.330753	0.617095	0.310714	0.349661	1.588278	0.763513	0.319142	0.14806	0.319219	0.117308	0.145627	0.33994	0.437566	0.723384	0.504105	1.276651
NXPE1	0	0	0	0.075747	0	0	0	0	0.199608	0	0.058661	0	0.048952	0	0	0	0
NXPE3	0.488672	4.475413	2.319133	1.610264	6.341018	8.698641	1.265385	2.327038	3.351046	9.456844	1.602719	1.225928	2.378796	2.032854	2.970331	1.075726	2.593101
NXPE4	0	0.089291	0.079962	0	0.160564	0	0	0	0.153967	0	0.167728	0	0.590064	0	0.063752	0	0
NXPH1	0	0.620671	0	0.139066	0	0	0.050423	0	0.333718	0	0.028848	0	0.158762	0	1.632118	0	0
NXPH3	0	0.29789	0.12142	0.158439	0.225501	0.925916	6.14553	0.691527	0.316022	0.056736	0.280491	0.402145	0.702461	0.540633	1.607939	0.159173	1.294663
NXPH4	0	0.028804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXT2	8.60845	9.420189	3.090417	3.783862	3.86191	2.180151	10.856506	2.522049	2.913467	6.168697	3.16157	2.908483	2.117607	3.089711	6.952941	2.581775	2.234778
NYAP1	0.010051	0.04203	0	0.047997	0	0	0.129246	0.137009	0.07641	0	0.096594	0	0	0	0.049987	0.041965	0
NYAP2	0.09796	0.114765	0.067861	0.051063	0.021399	0.049173	0.029521	0.824594	0.741783	0.013316	0.33887	0.047198	0.990183	0.144127	0.324558	0.226194	0.059394
NYNRIN	0	0	0	0	0	0	0.158306	0	0	1.031285	0	0.258909	0.196705	0.164083	0	0	0.846186
NYX	0	0	0	0	0	0.032306	0.088953	0	0	0.082191	0	0	0.026443	0	0	0	0
OAF	0.121138	0.804888	0	1.140894	3.535446	5.015306	0.797625	0.857365	0.979834	0	2.538608	1.459739	1.165642	1.541147	2.024236	0.626937	2.101981
OARD1	23.964108	17.113027	18.200785	20.358922	12.858571	25.933453	33.061243	27.210669	15.811033	34.795253	10.990073	16.950654	16.293048	22.598311	23.032481	15.561366	27.766816
OAS1	4.296386	23.45675	16.956297	19.37563	20.159786	20.64753	6.967833	17.835686	12.314685	22.488493	18.266118	110.831165	11.766728	15.952233	17.728093	25.461116	19.530644
OAS2	1.985874	80.388014	16.290474	29.640734	47.005966	36.894468	13.345263	66.658991	9.718735	21.105817	55.705238	82.262313	11.979949	22.567698	17.197114	17.159638	39.114729
OAS3	11.124428	35.875088	16.673118	19.56948	27.969524	16.822671	27.566048	40.538467	10.263925	9.25697	23.883481	64.515415	12.380545	13.468402	16.266426	29.145782	29.956688
OASL	0.157308	3.300602	0.611345	1.673076	3.619312	1.688652	6.11106	4.033881	1.16043	0.613589	5.840066	3.047792	0.51202	1.807484	1.624389	1.335859	1.654375
OAT	341.356323	118.667353	156.877267	169.352763	121.524968	58.718436	147.487235	138.403606	114.148573	124.164688	123.389807	199.448559	70.00988	97.626283	126.612347	180.047925	97.092607
OAZ1	68.026568	174.136313	100.127942	100.425648	262.697911	124.797616	103.704615	151.687498	74.940548	121.57766	160.821047	187.979548	138.761288	116.751497	148.400947	158.055116	79.911601
OAZ2	17.740926	8.648728	8.633695	9.452986	9.836245	22.352027	15.650787	8.366791	7.012655	6.156223	11.290446	8.878942	10.152415	14.184913	12.957697	9.389545	10.292094
OAZ3	3.356346	2.156433	0.172819	0.841218	0.456265	0.860305	0.699591	0.921244	0.545462	1.784179	0.863328	1.160705	0.665849	1.624272	0.732638	1.871182	1.548866
OBP2A	0	0	0.075569	0.056232	0.09902	0.53158	0	1.884521	4.613995	0	0.565202	0	0.311806	0.164278	0.553309	0.067576	3.817444
OBSCN	414.020051	13.003917	26.222772	5.756998	9.559296	67.629386	74.234031	12.975811	23.991404	145.75022	65.288723	16.120399	33.393443	23.710299	79.939591	97.895665	43.245305
OBSL1	57.863289	8.518558	21.494774	15.271532	12.237549	32.148866	10.236081	20.886143	17.362065	0.332027	5.864827	13.636352	28.741104	47.741163	35.25574	2.347086	148.210773
OCA2	17.82766	0.123074	1.364618	0	0.094626	2.236196	1.938741	0.543074	2.236502	0	0.451959	0.300089	0.867134	2.153033	1.517274	0.601469	0.434082
OCEL1	2.01283	0.837552	2.332607	0.717755	2.595289	3.495843	1.693492	3.152247	0.818832	2.81842	2.695883	1.197821	2.295363	1.05733	1.809092	0.549682	3.736874
OCIAD1	116.668111	97.503593	120.725031	188.946504	98.92343	124.696951	79.011874	109.127008	54.889709	145.593295	88.061774	127.938425	58.730342	128.853138	99.832969	94.833553	68.404472
OCIAD2	191.349015	211.817848	116.351223	574.123489	153.378713	244.807861	41.545602	251.130873	72.852717	227.959896	165.231972	150.928631	59.749919	294.499235	261.76282200000003	388.582464	17.186831
OCM2	0	0	0	0.594384	0	0	0	0.302736	0	0	0	0	0	0	0	0	0
OCRL	25.848854	19.711017	19.815676	19.114766	19.259235	17.22917	29.783336	21.760251	13.219384	41.048132	17.612323	15.556946	19.272226	19.966353	20.750197	21.887061	26.146452
OCSTAMP	0	0.029074	0	0	0.014525	0.109809	0	0.189234	0	0	0	0	0	0	0	0	0
ODAM	0	0	0.065527	0	0	0.074078	0.023373	0	0	0	0	0.049691	0	4.665375	0.138908	0	1.651025
ODC1	256.146358	21.151363	144.484034	49.259387	21.963405	26.257398	65.389448	38.465041	62.987886	21.653334	35.61106	43.977923	10.345789	25.873628	51.679098	28.490882	11.977258
ODF2	53.151375	21.178185	21.509954	34.687953	28.997497	35.583111	80.618775	72.168106	29.943505	28.945399	51.081701	60.671152	34.114981	38.043026	33.167432	51.350861	51.856912
ODF2L	72.967718	57.194111	68.572069	61.177452	51.431264	80.4585	74.408795	99.609021	28.920439	66.32007	115.232424	65.292981	57.964743	72.416366	54.722326	108.430181	60.952539
ODF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODF4	0	0	0	0	0	0	0.332304	0	0	0	0	0	0	0	0	0	0
OFD1	95.737349	70.187909	62.203632	39.79476	26.955512	74.711684	82.07949	24.321351	29.018646	64.394523	36.031672	22.663215	38.200666	64.732701	42.762197	32.30077	102.859038
OGDH	60.703882	56.325394	40.461698	68.565249	37.162307	88.139128	51.619865	91.768826	33.776109	69.641319	41.570723	47.469204	67.644475	52.581295	53.118225	39.728405	33.532335
OGDHL	0.171574	0	0.171908	0.146531	0.017094	3.405178	0.86811	0.011938	0.165354	0	0.052309	0.081076	0	0.988076	0.784347	0	0.122911
OGFOD1	23.465295	34.037224	34.935805	40.317817	36.064515	30.095332	27.686755	58.454359	13.117012	43.070841	43.615597	50.354783	23.253202	44.942797	21.220484	41.559439	23.010046
OGFOD2	10.330746	2.30732	2.641877	1.925809	3.382973	6.484353	5.271981	4.182224	1.439434	1.877333	2.370221	4.733494	3.167436	1.6507	4.895105	2.040721	8.181358
OGFOD3	18.318556	11.239967	7.365139	8.942743	12.368561	9.297647	18.271837	7.868078	6.373519	12.51521	11.303078	5.650341	16.353127	16.55904	9.079366	19.775967	12.461913
OGFR	19.787923	28.801139	14.595058	17.869794	30.892325	27.407569	28.497503	42.664339	17.392492	10.927979	26.333217	16.499937	32.734468	20.465067	30.04217	19.02142	32.1352
OGFRL1	0	4.076615	4.105194	3.560095	7.701434	10.396661	1.904469	4.412121	0.598622	3.14132	3.3585	2.590671	2.659333	4.378709	4.848015	4.282181	4.501645
OGG1	42.043988	24.60105	12.23399	19.368563	45.779532	43.488187	24.425039	28.58798	17.510154	16.192651	29.389795	28.961209	27.406955	17.979892	24.741939	28.579249	69.527994
OGN	0	0.481166	0.306268	16.746596	1.972236	1.567853	0	2.057351	0.121112	0	1.443278	1.025933	4.186489	1.514799	3.302278	0.019541	19.442784
OGT	228.335938	111.123623	116.683966	124.890536	135.448862	186.432909	93.213725	213.216453	140.439672	150.37333	142.807327	123.252864	333.478102	124.784407	171.616226	144.328634	216.498159
OIP5	0.294912	0	0	0	0.107809	0	1.846222	0.148578	0	0	0	0	0.266752	0	0	0.182981	0
OIT3	0	0.245553	0	0.107661	0	0.305932	0.071352	0	0	0	0.070304	0.034092	0.019513	0	0.022479	0.025282	0.072296
OLA1	46.918837	119.494998	140.270013	127.504447	95.238983	77.559228	97.657016	100.150831	35.768606	98.149466	115.652649	102.836426	70.927395	102.578071	71.578934	133.416731	76.637486
OLAH	0.017627	0.685678	0.534904	0.179352	0.166374	0.369809	0.079523	0.363546	0.014164	0.222716	1.191914	0.148288	0.061882	0.047992	0.986601	0.136099	0.127464
OLFM1	0.090562	5.845926	8.029982	2.148537	4.72443	3.575705	16.139483	0.900447	0.427253	3.800037	1.974972	0.631163	36.667174	8.819255	6.486554	0.346587	2.984102
OLFM2	9.883518	4.35708	2.991593	4.795243	4.15068	1.711408	38.567225	6.779894	4.333517	0.915502	11.3471	4.016742	19.003261	5.939032	7.364638	5.697977	12.958914
OLFM3	0	0.08104	0	0	0	0	20.806563	0	0	0	0	0	0	0	0	0	0.068861
OLFML2A	0.386401	1.275465	0.258109	0.985394	2.204021	13.214718	3.392663	8.087632	1.612006	0.034287	4.056865	2.87789	3.445021	2.352249	4.12469	1.396487	2.466586
OLFML2B	1.055263	4.514046	3.558653	6.204631	8.265725	8.164916	0.889516	10.41517	4.283156	1.073519	28.414429	5.332815	6.664801	4.988952	7.420688	1.936669	16.533803
OLFML3	0	0.321762	0.375106	0	0.169339	0.494952	0.532681	1.401463	0.353791	0.045818	1.096012	0.554076	0.647428	0.192108	0.964741	0.556957	2.152311
OLIG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG3	0	0	0	0	0	0.21893	0	0	0	0	0	0	0.253983	0	0	0	0
OLR1	3.481267	43.321971	32.05283	36.206933	10.52915	33.105512	4.539552	29.227485	7.417719	32.100286	9.468037	4.506138	31.490345	57.709776	62.296607	2.797583	43.038357
OMA1	43.758623	27.689257	28.917413	48.572855	17.871798	62.832498	41.071732	33.077688	23.078897	87.148873	34.006001	19.159464	30.025488	49.629505	31.066601	32.264417	77.105482
OMD	0	0.599652	0.254717	3.190091	1.534122	0.920638	0.011866	2.025908	0.861808	0.087652	2.656613	0.379808	2.717086	4.186661	2.011386	0.079905	15.434652
OMG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMP	5.826176	0	0.086025	0	0	0	0.401758	0	0.433181	0.082661	0.152944	0.167384	0.324292	1.186846	0.546023	0.264546	0
ONECUT1	0.784706	4.255476	0.015852	0.048521	1.045585	0.046335	0.084309	0	0.049084	10.082257	1.321525	4.730145	8.503307	4.683789	0.223063	5.394534	0
ONECUT2	0.526098	1.882189	0	0	0.510512	0	3.765229	0.100921	0.781645	0	3.070966	0.070559	4.228307	0.294099	3.163431	0	0
OOSP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPA1	100.79773	174.248915	102.598303	172.214682	157.712682	160.517893	247.644649	213.842233	84.758356	149.699996	161.38282	107.670125	97.692014	129.120675	99.732325	108.161333	164.979433
OPA3	2.29877	1.220349	0.923363	0.904797	1.025222	1.424933	2.620699	1.631717	0.972428	0.646232	0.691541	0.776189	0.912692	0.780938	1.578426	1.19793	1.361134
OPALIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPCML	1.652455	1.67371	1.498045	0.027117	0.895269	0.718569	0.327259	0.352577	0.374719	0	0.158762	0.169963	4.595579	1.811386	0.010122	0.242254	0.060752
OPHN1	96.53488	7.547988	26.316519	22.323118	12.82709	22.320306	9.366712	13.543989	5.6207	29.580056	25.430238	16.675919	36.390769	22.538032	53.339742	26.967171	13.908265
OPLAH	13.942851	0.764028	1.695505	1.52604	0.956266	4.2651	0.60487	4.756874	1.69803	1.18743	2.261639	7.456537	3.674796	2.835407	6.625501	8.145478	6.86092
OPN1LW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPN1SW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPN3	199.967349	23.798365	59.299377	29.044159	14.360536	25.366792	28.754154	34.532768	28.127621	34.034668	37.412245	36.208963	15.600871	11.765143	43.554222	88.954847	14.700384
OPN4	0.070169	0	0.020438	0	0.213317	0.570192	0	0	0.014313	0	0	0	0.018854	0.080249	0	0	0.163027
OPN5	0	0	0	0	0	0.25576	0.02909	0.420169	0	0	0	0.092598	0	0	0	0.039003	0
OPRD1	0	0	0	0	0	0	0	0	0	0	0	0	0.188065	0	0	0	0
OPRK1	0.014672	0.340071	0.056542	0.007267	0	0.031014	0.018475	0.026041	0.014976	0.161665	0	0	0.011741	0	0.05312	0.031795	0.030713
OPRL1	0.507304	0.175169	0.175081	0.479656	0.512446	0.662771	1.032381	0.199273	0.582096	0.363935	0.101779	0.028513	0.444963	0.101162	0.108638	0.098105	0.457289
OPRM1	0.021045	0	0.169248	0	0.021829	0.024902	0.021819	0.023833	0.017171	0.057603	0.020409	0.076942	0.019871	0.14419	0.026016	0.07221	0.082858
OPTC	0	0	0	0	0	0	0	0	0	0	0.084566	0	0	0.04975	1.380358	0	0
OPTN	63.497567	127.378939	121.648434	69.75863	190.216335	235.775849	205.374463	248.379852	77.999914	163.421878	91.198833	181.362926	141.369369	133.686129	122.783865	126.892425	140.803201
OR10A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AD1	0	0	0	0	0	0	0	0	0	0	0	0.025145	0	0	0	0.015882	0
OR10G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10H1	0	0	0	0	0	0	0	0	0	0	0	0	0.136388	0	0.435749	0	0.837854
OR10J1	0.047527	0.042145	0.111668	0.021505	0.024323	0	0.018591	0.054621	0.062244	0.09296	0.059508	0.018839	0.066142	0.029166	0.025426	0.046978	0.05052
OR10J5	0	0	0.427669	0	0.103968	0	0	0	0.027445	0	0.230533	1.409917	0.613856	0	0	0.187464	0
OR10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10Q1	0	0	0	0	0	0.116042	0	0	0.096794	0	0	0.0654	0	0	0	0	0
OR10S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10V2P	0	0	0	0	0.043683	0	0	0	0	0	0	0	0	0	0	0	0
