Samples	CBSX__TIL10__B.cells	CBSX__TIL10__Macrophages.M1	CBSX__TIL10__Macrophages.M2	CBSX__TIL10__Monocytes	CBSX__TIL10__Neutrophils	CBSX__TIL10__NK.cells	CBSX__TIL10__T.cells.CD4	CBSX__TIL10__T.cells.CD8	CBSX__TIL10__Tregs	CBSX__TIL10__Dendritic.cells
TCGA-OR-A5J7-01A	0	0	0.00997073232108091	0.8411297136474606	0	0	0.14889955403145835	0	0	0
TCGA-PK-A5H9-01A	0	0	0.34160097728904665	0	0	0	0.23997909999026604	0	0	0.4184199227206872
TCGA-OR-A5JI-01A	0	0	0.7610795781975312	0.01483476294133691	0	0	0.21461783456447472	0	0	0.00946782429665733
TCGA-OR-A5L6-01A	0	0	0.3401750779473196	0.2807106726791778	0	0	0.3791142493735026	0	0	0
TCGA-OR-A5KZ-01A	0	0	0.558411404359042	0.03284872730123078	0	0	0.2112376262220214	0	0	0.19750224211770573
TCGA-OR-A5KT-01A	0	0	0.485750791008584	0.3408232404230663	0	0	0.1734259685683497	0	0	0
TCGA-OR-A5JB-01A	0	0.6407327896282826	0.17901584681103894	0.00506646203576514	0	0	0	0.11272730860089324	0.03209177618855425	0.03036581673546599
TCGA-OR-A5LR-01A	0	0	0.5347995500909314	0	0	0	0.1449395242407416	0	0	0.32026092566832703
TCGA-OR-A5JL-01A	0	0	0.45948545578117034	0	0	0	0.25278485568655756	0	0	0.287729688532272
TCGA-OR-A5K2-01A	0	0	0.5846212970601583	0.3539060449231999	0	0	0.06147265801664185	0	0	0
TCGA-OR-A5JM-01A	0	0	0	0.5560289668766987	0	0	0.16004218652767468	0	0	0.2839288465956267
TCGA-OR-A5L8-01A	0	0.01670291214173885	0.10940846336719352	0.14459656870100696	0	0	0.7292920557900608	0	0	0
TCGA-OR-A5L3-01A	0	0	0.09157551671655031	0.00446957049218474	0	0.05711656135874572	0.3921348340120653	0	0	0.4547035174204539
TCGA-OR-A5JQ-01A	0	0.00949011366366457	0.4483693803152312	0.31960093544360835	0	0	0.11949557309416269	0.10304399748333316	0	0
TCGA-OR-A5KO-01A	0	0	0.07001572547312428	0.2028453643902058	0	0	0.6297977356711683	0	0	0.09734117446550172
TCGA-OU-A5PI-01A	0	0.00951004104306784	0.52049793546789	0	0	0	0.2622125434286906	0	0	0.20777948006035143
TCGA-OR-A5J9-01A	0	0	0.01853966614995143	0.561216911262801	0	0	0.4202434225872475	0	0	0
TCGA-OR-A5LL-01A	0	0	0	0.547562231416929	0	0	0.4524377685830712	0	0	0
TCGA-OR-A5LN-01A	0	0	0.7056352208210475	0.24036623098790383	0	0.00622388103817267	0.04777466715287614	0	0	0
TCGA-PK-A5HA-01A	0	0	0.7203297110915553	0.04236199599109006	0	0	0.18515744365440465	0	0	0.05215084926295008
TCGA-OR-A5LG-01A	0	0	0.7365019252231761	0.01339490269046427	0	0	0.2092275336451903	0.01776949520339437	0	0.02310614323777493
TCGA-OR-A5L4-01A	0	0	0.2580998275626616	0.29564209353921034	0	0	0.3178033912705332	0	0	0.1284546876275947
TCGA-OR-A5L9-01A	0	0	0.6231491223562389	0	0	0	0.18177835076822896	0.07679618634361873	0	0.1182763405319136
TCGA-OR-A5JP-01A	0	0	0.34907131468687813	0.3505774722897951	0	0	0	0	0	0.3003512130233269
TCGA-OR-A5L5-01A	0	0.01565046620610771	0.18998723817871976	0.6992965743583894	0	0	0	0.09506572125678309	0	0
TCGA-OR-A5J2-01A	0	0.01210803183651717	0.39143325213200225	0.14893651438933153	0	0	0.44752220164214906	0	0	0
TCGA-OR-A5LE-01A	0	0	0.09797631386950892	0	0	0	0.4036913379612548	0	0	0.49833234816923616
TCGA-PK-A5HB-01A	0	0	0.12865137854732892	0.660982343827522	0	0	0.21036627762514917	0	0	0
TCGA-OR-A5LB-01A	0	0	0.23617449113115305	0	0	0	0.4671266827588783	0	0	0.2966988261099686
TCGA-OR-A5JC-01A	0	0	0.5062930236401353	0.12449935035251453	0	0	0.3692076260073502	0	0	0
TCGA-OR-A5KY-01A	0	0	0.465639833892744	0	0	0	0.19629809075452123	0	0	0.3380620753527348
TCGA-OR-A5K5-01A	0	0	0	0.796722944830487	0	0	0	0	0.00400768340918711	0.1992693717603258
TCGA-OR-A5JS-01A	0	0	0.30248567417314354	0	0	0	0.01547847847991169	0.02548369676866715	0	0.6565521505782775
TCGA-OR-A5LJ-01A	0	0	0.26660921096996043	0	0	0	0.4269341366921697	0.02351290574148678	0	0.2829437465963832
TCGA-OR-A5JD-01A	0	0	0.6243747312160037	0.07673723649904589	0	0	0.29888803228495053	0	0	0
TCGA-OR-A5JX-01A	0	0	0.31335366401088954	0.22372450041504413	0	0	0.4629218355740662	0	0	0
TCGA-OR-A5JF-01A	0	0	0.08307829188912695	0	0	0	0.8013195275076793	0	0	0.11560218060319366
TCGA-OR-A5JA-01A	0	0	0.5923690651826565	0.12196601207436886	0	0	0.22142248049764407	0	0	0.06424244224533053
TCGA-OR-A5JR-01A	0	0	0.6156532643791448	0	0	0	0.281461750016871	0	0	0.10288498560398432
TCGA-OR-A5KV-01A	0	0	0.24850631264956513	0.46611341319843447	0	0	0	0	0	0.28538027415200035
TCGA-OR-A5J1-01A	0	0	0.4161302317956828	0	0	0	0	0	0.02497363040913697	0.5588961377951801
TCGA-P6-A5OG-01A	0	0.21911465806260505	0.3628172298124702	0.32520973049497476	0	0	0	0.06829019841110807	0.02456818321884184	0
TCGA-OR-A5K3-01A	0	0	0.600556945532009	0.38378965353343897	0	0	0	0.00178912192319034	0.01386427901136159	0
TCGA-OR-A5JO-01A	0	0	0.6504811298509083	0.2927688569540871	0	0	0.02434131623630878	0.03240869695869581	0	0
TCGA-OR-A5J8-01A	0	0.04436521711492436	0.7028895607843274	0.15579797753010466	0	0	0	0.092961904812824	0.00398533975781974	0
TCGA-OR-A5LS-01A	0	0	0.05192649713383174	0.45107187210190736	0	0	0.4970016307642608	0	0	0
TCGA-OR-A5K8-01A	0	0	0.39303038975809174	0.11964493407229634	0	0	0.347281518106458	0	0	0.14004315806315373
TCGA-OR-A5JT-01A	0	0	0.5086747987541298	0	0	0	0.4913252012458703	0	0	0
TCGA-OR-A5J6-01A	0	0	0.20941018445322737	0.6583364815606433	0	0	0.13225333398612937	0	0	0
TCGA-PA-A5YG-01A	0	0	0.644099714845189	0.23112865048620984	0	0	0.05610957550622818	0.06866205916237295	0	0
TCGA-OR-A5KX-01A	0	0	0.2286837058856284	0.5056491542416433	0	0	0.2656671398727284	0	0	0
TCGA-OR-A5KW-01A	0	0	0.05013388538464678	0.5847779407284525	0	0	0.336848378598355	0	0	0.02823979528854564
TCGA-OR-A5LC-01A	0	0	0.14295389885671536	0.4188504359854032	0	0	0	0	0	0.4381956651578815
TCGA-OR-A5K6-01A	0	0	0.31506215043084596	0.2637072910130774	0	0	0.35075558696226306	0	0	0.07047497159381352
TCGA-OR-A5K1-01A	0	0	0.24256604952563604	0.20276188961130964	0	0	0.34913599999944844	0	0	0.20553606086360593
TCGA-OR-A5J3-01A	0	0	0.04787170194223649	0.18885180427905976	0	0	0.604702550019551	0	0	0.1585739437591527
TCGA-OR-A5KU-01A	0	0	0.07374881490044986	0.29844266984487094	0	0	0.6278085152546793	0	0	0
TCGA-OR-A5LO-01A	0	0.02350215420682525	0.392688380110407	0	0	0	0.35480417677476017	0	0	0.22900528890800764
TCGA-OR-A5JE-01A	0	0	0.38724279827163266	0.6127572017283673	0	0	0	0	0	0
TCGA-OR-A5JZ-01A	0	0.03285116135621965	0.5699592299223583	0	0	0	0.2310390978322326	0	0	0.16615051088918947
TCGA-OR-A5LK-01A	0	0	0.6638224567249773	0.24221118775330203	0	0	0.0570419225883989	0.03692443293332175	0	0
TCGA-ZF-A9R7-01A	0.03738265354958577	0.01862352326962879	0.19943969453551777	0.32539587027080735	0.00529197725706631	0.01694905578035757	0	0.21805875340435196	0.17885847193268437	0
TCGA-FD-A3SO-01A	0	0.45100316124726825	0.4140955722706908	0	0	0.00142082244516797	0.06192784076682537	1.3468938814163e-4	0.00834661353767202	0.0630713003442341
TCGA-E7-A97P-01A	0	0.4358865450441975	0.09047399559572553	0	0	0	0	0.23942522383235768	0.1621011814313093	0.07211305409640992
TCGA-GU-A767-01A	0	0.04068558667975145	0.3047569150571901	0.07698092647940442	0	0.22912677941523088	0	0.02382729926676196	0.29202272850804667	0.03259976459361465
TCGA-4Z-AA81-01A	0.00274637071813279	0.23147244504781	0.1435808631704883	0	0	0	0	0.32073795097960256	0.3014623700839665	0
TCGA-K4-A3WV-11A	0	0	0.17472448862994883	0	0	0	0.5271823632406577	0.10390029311602952	0	0.19419285501336395
TCGA-E7-A85H-01A	0	0.16923008352635685	0.23782629234745925	0	0	0.1342159851268501	0	0.06499036581292872	0.18019117702252624	0.2135460961638788
TCGA-G2-AA3C-01A	0	0.05985568240266095	0.637850638195895	0.0600948839075918	0	0.02690503611808365	0.07277764429836903	0	0.00821353192160811	0.13430258315579144
TCGA-E7-A8O8-01A	0.00712042181510057	0.01554272664771233	0.09485968959000672	0	0	0.28338422008310726	0	0.01753653062551801	0.22012228506782097	0.36143412617073417
TCGA-XF-A9SM-01A	0	0.4467878796857684	0.3064512576416964	0	0	0	0	0.15169515834432734	0.09506570432820796	0
TCGA-DK-A3IN-01A	0	0.42031258896986334	0.3133133612788059	0	0	0.0095039466631044	0	0	0.25687010308822616	0
TCGA-BT-A2LA-11A	0	0	0.4159950117457278	0.01592950794034046	0	0	0.4038406884200797	0.12638106114359143	0	0.03785373075026063
TCGA-2F-A9KR-01A	0	0.08280915661271238	0	0.7336047557254992	0	0.05897009356226724	0	0.04204092268032276	0.08257507141919843	0
TCGA-E5-A4U1-01A	0	0	0.01372055255244999	0.33079852544612703	0	0.2343479516240214	0	0	0.10347252261888833	0.3176604477585133
TCGA-E7-A3Y1-01A	0	0.03440011749897833	0.21116530606453948	0.00621677494144307	0	0.01400598350534065	0.4807613498243699	0.097352177462547	0	0.1560982907027816
TCGA-FD-A6TC-01A	0	0.4136892318968805	0.22741667844558375	0.07403745373181825	0.03722566674208547	0.24763096918363192	0	0	0	0
TCGA-FD-A5BV-01A	0	0.25833992543332945	0.08311269874218119	0	0	0.12746302418848357	0	0	0.136783950359473	0.3943004012765327
TCGA-DK-A2I4-01A	0	0.38572187538255714	0.42831658654334515	0	0	0	0	0.11325314709640052	0.07270839097769728	0
TCGA-UY-A78M-01A	0	0.18887879635532767	0.1510773711022147	0	0	0.05383051810550986	0	0.00612571357043864	0.187828543122544	0.4122590577439652
TCGA-4Z-AA7R-01A	0	0.2316095203529252	0.11421599354305242	0.08992805017286443	0	0	0.02358834290377674	0.02750220655976872	0	0.5131558864676126
TCGA-HQ-A5NE-01A	0	0.8539467547691536	0	0.01724737092608427	0	0	0	0	0.12880587430476204	0
TCGA-XF-AAMT-01A	0	0.46118125969902735	0.3088489058583919	0.0204353632731156	0	0	0	0.02125543380173166	0.1882790373677336	0
TCGA-XF-A9SU-01A	0	0.15071154855132332	0.18238920046061816	0.4205295871315281	0	0.01181107264665503	0	0.05986659627024853	0.17469199493962692	0
TCGA-CF-A47S-01A	7.179901797273e-5	0.02155694607538088	0.08657718119822934	0	0.00198769642325427	0.03813785275670451	0.8350568615119939	0	0	0.01661166301646431
TCGA-FD-A6TK-01A	0	0.38445176735237424	0.2740364979645835	0.02443938877115688	0.00408243748951838	0	0	0.07218331758416664	0.24080659083820036	0
TCGA-E7-A5KF-01A	0	0.03393026888921818	0	0.00840802396820984	0	0.07046824010536577	0.6053591318150963	0	0	0.28183433522211004
TCGA-UY-A78L-01A	0	0.29468430919845817	0.42544165989631727	0	0	0.03838520005642063	0	0	0.04770418370057351	0.1937846471482304
TCGA-S5-A6DX-01A	0.00189237603825856	0.10834154593703534	0.3633734915909547	0	0	0.03860232092684125	0	0.07872434978394703	0.217427123256651	0.191638792466312
TCGA-XF-A8HI-01A	0	0.2541271346372146	0.258219075220555	0	0	0	0.20920746904416773	2.49121615217e-5	0.10143683033963796	0.176984578596903
TCGA-XF-A9T5-01A	0.00651735557000813	0.31881986369693016	0.23789721989396112	0	0	0	0.11381803018350815	0.12662470285386557	0.04928653961470657	0.1470362881870202
TCGA-XF-A9SX-01A	0.0021939986448875	0.35420348116257727	0.4001318775265418	0.00435441489137885	0	0	0	0.04947981511833994	0.1896364126562748	0
TCGA-G2-A2EK-01A	0.02755360419285337	0	0.2981488494504316	0	0	0	0.3359838348416229	0.00358964503026538	0	0.3347240664848267
TCGA-ZF-A9RE-01A	0	0.1332173005062156	0.02691463373923173	0.6437898682718283	0	0	0	0.03322021735599624	0.07391980468269313	0.08893817544403496
TCGA-E7-A7DV-01A	0	0.12268968346559156	0.536944750831777	0.2347865735243792	0	0	0	0.02052589838831692	0.08505309378993539	0
TCGA-HQ-A2OF-01A	0	0.1828702540066388	0.17650388229402011	0	0	0	0.5390871697699243	0	0	0.10153869392941683
TCGA-XF-AAN1-01A	0	0.02832598507728757	0.22124462149034935	0	0	0	0	0.10427989179645196	0.10753143562068453	0.5386180660152267
TCGA-DK-AA6P-01A	0	0	0.0434058472946772	0.14577070871138337	0	0.1459745239951574	0	0	0.0559830022529286	0.6088659177458535
TCGA-CF-A47Y-01A	0	0	0.09816517698171535	0	0	0	0.1915832129851298	0	0	0.7102516100331548
TCGA-CF-A3MI-01A	0	0.12931850172716952	0	0.2942899879206327	0	0	0	0.07541434058121001	0.13701503889713976	0.363962130873848
TCGA-G2-A2EL-01A	0	0	0.3215678136256346	0.11321993390138307	0	0	0	0.2534455528277464	0.15719729041964556	0.1545694092255905
TCGA-XF-AAMZ-01A	0	0.0956023196063974	0.22367107326741895	0	0	0.08510680461974779	0	0	0.19224157130654723	0.40337823119988864
TCGA-DK-AA6L-01A	0	0.21232796428669207	0.4000160038839301	0	0	0.00200563673135024	0	0.02985105100426198	0.2570084153652867	0.09879092872847896
TCGA-XF-A9T4-01A	0	0.5897601486617279	0	0.15547317138664302	0.02338947484483775	0	0.06768320312932011	0.01436215949291626	0	0.1493318424845549
TCGA-K4-A6MB-01A	0	0.1435805148583598	0.35691109786830055	0	0	0	0	0	0.05384903515693184	0.44565935211640795
TCGA-UY-A8OB-01A	0	0.3225347462965691	0.19415684985798076	0.22889957351877255	0	0.00270113427409074	0	0.05988149008240325	0.19182620597018368	0
TCGA-DK-A1A5-01A	0	0.19581057922329356	0.11734709464222295	0.5185681424646609	0.0048198379377513	0.03535867440057102	0.08522470306474236	0	0.04287096826675803	0
TCGA-2F-A9KQ-01A	0	0	0.2734599472040603	0	0	0.16560988994664472	0	0.0157716232583834	0.2262631936881097	0.31889534590280183
TCGA-SY-A9G0-01A	0.0523493350851198	0.30341316523064776	0.34896521715172757	0	0	0	0.29527228253250476	0	0	0
TCGA-GV-A40G-01A	0	0.02520295801113042	0.06984762831038982	0	0	0.20243620908309057	0	0	0.06143443287937765	0.6410787717160115
TCGA-FD-A5BX-01A	0	0.10786604391046116	0.47176610757108695	0.36951662117846934	0.00115921878454759	0.02992966220864279	0	0.0197623463467922	0	0
TCGA-BL-A13J-01A	0	0.08961857328101024	0	0.8198918214434882	0	0	0	0.01715381924682945	0.07333578602867219	0
TCGA-BT-A20N-11A	0	0.16090912519436407	0.3578077081626678	0.3884221482319528	0	0	0.0928610184110154	0	0	0
TCGA-ZF-AA54-01A	0	0.17725787306162236	0.5606938800581371	0.16672175486664695	0	0	0	0.02333781275636845	0.0719886792572251	0
TCGA-GU-A766-01A	0.00380071527179876	0.4023085907510497	0.04932267687877784	0.16654199440478698	0.02698816169201574	0	0	0.08135153938210987	0.26968632161946104	0
TCGA-LT-A8JT-01A	0.03525330517371005	0.0825192281907561	0.3422739134655532	0	0	0.02916350945708285	0.14603274833295304	0	0.15098299169143728	0.21377430368850744
TCGA-FJ-A3Z9-01A	0	0	0.01921765100166091	0	0	0	0.12994402826764775	0	0	0.8508383207306913
TCGA-DK-A1AC-01A	0	0.4599433508039584	0.00826694967832093	0	0	0	0	0.06297633713095184	0.22223193362885285	0.24658142875791592
TCGA-GC-A6I3-11A	0.1900805556873856	0.21098782499153704	0.06665114259991889	0.16419802700776828	0	0	0.13295735141435597	0.07797822351728789	0.1571468747817464	0
TCGA-C4-A0F1-01A	0.00114020158116118	0.36834787789417073	0.07128767233979894	0.47448911941749833	0	0	0.02886431404261464	0.0080752187873186	0.04779559593743752	0
TCGA-G2-A2ES-01A	0	0.5562364936207191	0.18973630339652	0	0	0	0	0.02296601222276397	0.1530902946889098	0.07797089607108716
TCGA-XF-AAN4-01A	0	0.31496509746889595	0.4491779519753364	0.04833184034897585	0.02670575370814093	0.00561443620003539	0.08618757543010838	0	0.06901734486850719	0
TCGA-4Z-AA83-01A	0	0.5962101862473917	0.0121293678354895	0	0	0	0.22877958638773832	0	0	0.16288085952938036
TCGA-4Z-AA7N-01A	0.3321441362039422	0.0823497878722017	0.04108777595145068	0.03824615574784779	0	0	0.24331385924813256	0.04259643885922613	0.22026184611719904	0
TCGA-HQ-A2OE-01A	0	0.04260923605121908	0.2667079917916137	0	0	0	0	0.08565542785380297	0.19360810129206865	0.4114192430112956
TCGA-UY-A8OC-01A	0	0.5525507114844562	0.07293401194343514	0.01483095782917913	0.00880977202625459	0	0	0	0.00390322469006012	0.34697132202661474
TCGA-GV-A3JV-01A	0	0.223910954824219	0.13824042764653272	0	0	0	0	0.10012798933409855	0.23160598028092255	0.3061146479142272
TCGA-XF-A9T8-01A	0	0.37679485512178035	0.2608696482106934	0.02889063723259653	0.0200418070629805	0	0	0.1078723568277823	0.20553069554416695	0
TCGA-KQ-A41S-01A	0	0.36225905298234307	0.3414536480748472	0.123997414383415	0	0	0.16477586524563922	0.00751401931375569	0	0
TCGA-CU-A3YL-01A	0	0	0.05715958824250147	0.3255138238825206	0	0	0	0.06857432333912357	0.20828074188100196	0.3404715226548524
TCGA-E7-A7XN-01A	0	0.3731407065022598	0.0906548727897182	0	0	0	0	0.4288466126548352	0.10735780805318676	0
TCGA-DK-A2HX-01A	0	0.2583565133513697	0.2774521607236311	0	0	0.005076625531017	0	0.02501231816778966	0.08963173105986173	0.3444706511663309
TCGA-CF-A8HY-01A	0	0	0.1723508359798276	0.02055680336868993	0	0	0	0.0378419766387366	0	0.7692503840127458
TCGA-4Z-AA7W-01A	0.02101099962918736	0.111935430133348	0.33474918979170204	0.12847626478087	0.01403076013208562	0.02705270895440281	0	0.21209909011451625	0.15064555646388794	0
TCGA-FD-A43U-01A	0.01431819212441555	0.19945976476340527	0.5672059819172109	0	0	2.2690732764173e-4	0	0.04727207757945066	0.07860613357056608	0.09291094271730972
TCGA-BL-A0C8-01A	0	0	0.09714788622315712	0.8644047339055227	0.01013400654786052	0	0	0	0.0283133733234596	0
TCGA-BT-A0S7-01A	0	0.0094763805879591791	0.06938099105977084	0.5947169196317444	0	0	0	0.3264257087205256	0	0
TCGA-ZF-A9R3-01A	0	0.16261759962407565	0.05353077173616595	0.49774517008559965	0	0.00572581000335249	0	0.00806430534219339	0.19124079063150365	0.08107555257710923
TCGA-4Z-AA89-01A	0.0038231035694957	0	0.05694374147553496	0.5704962727520072	0	0.0138537028918996	0	0.04685321415127068	0.16052794980750437	0.14750201535228738
TCGA-GU-A42P-01A	0	0.0029414722185433	0.00930515769893438	0	0	0.00224719725193042	0	0	0.2295332471051172	0.7559729257254749
TCGA-FD-A3NA-01A	0	0.4983964999502179	0.23940177135900753	0	0	0	0	0.06240691977297112	0.1997948089178034	0
TCGA-E7-A5KE-01A	0	0.02418011188383028	0.43032880424604936	0.06314310459134226	0	0	0	0	0.15629937797766208	0.326048601301116
TCGA-ZF-AA4V-01A	0	0.6274470543989055	0.12037175069008152	0.05609137209175571	0	0	0.07980765324590096	0.11628216957335633	0	0
TCGA-ZF-AA53-01A	0	0.37764943077685453	0.13877263923311178	0.42711871301245424	0	0	0.0088724965630054	0.03868814590466387	0.0088985745099102	0
TCGA-ZF-A9RM-01A	0.00946404919418431	0	0.11652349398769432	0.0920717548463888	0	0.09260750552389356	0.19165507704796425	0	0.0393247572845919	0.4583533621152828
TCGA-BL-A13I-01A	0	0.10498750025382277	0.7318167566112822	0	0	0	0	0.00540188969142221	0.09979353478750688	0.05800031865596603
TCGA-CU-A72E-01A	0	0.04996463732085295	0.3101609665476124	0.5756275049159492	0	0	0.06424689121558548	0	0	0
TCGA-CF-A47W-01A	0	0	0.1502448131189504	0	0	0	0.43749518695826034	0.00267183350676409	0	0.40958816641602513
TCGA-GC-A3I6-01A	0	0.4154598637030094	0.06176915619919891	0.10689024173562955	0	0.0029605310799841	0	0.02526686336994726	0.3876533439122307	0
TCGA-FD-A6TA-01A	0	0.37159320020161146	0.2028771479835361	0.13752513677622863	0	0	0	0.06494198987038963	0.2230625251682342	0
TCGA-CF-A47X-01A	3.2877148517275e-4	0.02418821404059142	0.05744655483338573	0	0	0.03590868125932277	0.02167236582188221	0	0.02736353916036562	0.8330918733992795
TCGA-ZF-AA51-01A	0	0.3720002622827947	0.17552288040831948	0	0	0.01282480328760077	0	0.06056361466868238	0.37908843935260256	0
TCGA-FD-A62O-01A	0	0.3359685863627172	0	0	0	0	0.13317184731059592	0	0	0.5308595663266868
TCGA-BL-A3JM-01A	0	0	0.32077666084549444	0.1117594997645532	0	0	0	0.137408272093261	0.2150934142128624	0.21496215308382904
TCGA-FJ-A3ZF-01A	0	0	0.11464554487695214	0	0	0	0.2869077082028617	0	0	0.5984467469201863
TCGA-CU-A0YO-01A	0	0.23670013115636912	0.15377591128840334	0.06205093951818494	0	0	0.5293133317683416	0.01815968626870099	0	0
TCGA-CF-A5UA-01A	0	0	0.24907577558254543	0	0	0.09482222882714587	0.271140160763262	0	0	0.3849618348270468
TCGA-K4-AAQO-01A	0.00555097608953692	0.03059207434683575	0.575664336053361	0.1858456310781792	0	0	0.14216089664812287	0.01563717525808283	0.04454891052588137	0
TCGA-FD-A3SM-01A	0	0.4812713770195847	0.1833380810263567	0	0	0	0.15433402004682398	0	0	0.1810565219072345
TCGA-BL-A5ZZ-01A	0	0.237911375071656	0.24847705587625477	0.12880581866467766	0	0	0	0.14884883078047328	0.11844431729838392	0.11751260230855444
TCGA-FD-A62N-01A	0.01966654278674345	0.2307696664799229	0.40433985077065365	0	0.00675836323954692	0	0	0.20696043590033825	0.13077265486390058	7.3248595889421e-4
TCGA-BT-A20J-01A	0	0.29255461581882175	0.20803273312771525	0	0.00542927003646032	0	0.00578684789407265	0.2644919407496451	0.1665501152046271	0.05715447716865783
TCGA-FT-A61P-01A	0	0.5333600999211516	0.15967921595309004	0.14305770494480372	0	0	0	0.03711522775001436	0.12678775143094015	0
TCGA-DK-AA77-01A	0	0.05285675566764877	0.18343248730584721	0	0	0	0	0.13451235140022172	0.2432880136778832	0.3859103919483992
TCGA-ZF-AA5N-01A	7.1216650231303e-4	0.2839507619500748	0.1592811242987008	0.07939394952695279	0.0308297996582327	0.04967092358255489	0	0.02348413374019553	0.37267714074097547	0
TCGA-DK-AA6U-01A	0	0.09935262702199071	0.03347927616166885	0.1990003673087208	0	0.02974241837091587	0	0.1368567721696236	0.25993014361439837	0.24163839535268167
TCGA-BT-A20O-01A	0.02261210365844127	0.3790371787085735	0.24476524323691545	0	0	0	0	0.26241264839646694	0.07737223593409863	0.01380059006550415
TCGA-GD-A3OS-01A	0	0.2986037033355325	0.10411840105056264	0.36515786513408466	0	0	0	0.23212003047982024	0	0
TCGA-XF-A9SZ-01A	0	0.505062439076093	0.16360151912007864	0.13328534323075292	0.02096887970334177	0.02869869596858932	0	0.02498364121660598	0.1233994816845382	0
TCGA-4Z-AA82-01A	0	0.4885078042763518	0.24804109723822737	0	0	0.08012553449675695	0.14528906654655424	0	0.03634858949042264	0.00168790795168694
TCGA-GD-A3OP-11A	0	0.029988470150685	0.5905226946676432	0.00344425338378704	0	0	0	0.15741055857138406	0.07425385628561688	0.14438016694088376
TCGA-DK-AA76-01A	0	0	0	0.5264750886971201	0	0	0	0	0	0.47352491130287994
TCGA-DK-A3IL-01A	0.02786478340028701	0.00410768629535844	0.10329486960101476	0	0	0	0.2811546655905256	0	0	0.5835779951128142
TCGA-E7-A678-01A	0	0	0.18710416346366476	0	0	0	0.5301610896196244	0	0	0.28273474691671086
TCGA-ZF-A9R1-01A	0.05482769121513413	0.04191636948228521	0.18052320228250177	0	0	0	0.19855400305067333	0.1272362556209479	0	0.39694247834845786
TCGA-XF-A9SH-01A	0	0.1211024765580092	0.2841163644650202	0	0	0.02420155648294134	0.06737259727943119	0	0.00099094822388030011	0.5022160569907178
TCGA-FD-A5BU-01A	0	0.5064792256419853	0.20139638345767957	0.0815080326113344	0	0.03699984656857074	0.13343101471702937	0	0.04018549700340073	0
TCGA-C4-A0F7-01A	0	0.3450171111868363	0.32014407154893004	0.2525441319766886	0	0	0	0.01480161468660691	0.06749307060093815	0
TCGA-C4-A0F0-01A	0	0.3954436562889419	0.3403704961828463	0	0	0.00142833885638727	0	0.05838118371549049	0.04950627200529457	0.15487005295103942
TCGA-FD-A3N5-01A	0	0.24142827089106184	0.06341201575764889	0.364565991296763	0.06038735534065804	0.09423914532233324	0.1325982061244779	0	0.04336901526705694	0
